state,district,year,predicted_crimes
Perlis,Kangar,2028,263.13327
Perlis,Padang Besar,2028,66.50285
Pulau Pinang,Barat Daya,2028,361.19257
Pulau Pinang,Seberang Perai Selatan,2028,326.05872
Pulau Pinang,Seberang Perai Tengah,2028,1304.8242
Pulau Pinang,Seberang Perai Utara,2028,734.7236
Pulau Pinang,Timur Laut,2028,1116.8087
Sabah,Beaufort,2028,95.21741
Sabah,Beluran,2028,51.619534
Sabah,Keningau,2028,131.88185
Sabah,Kota Belud,2028,106.28531
Sabah,Kota Kinabalu,2028,1025.2913
Sabah,Kota Kinabatangan,2028,55.435616
Sabah,Kota Marudu,2028,70.5847
Sabah,Kudat,2028,35.904705
Sabah,Kunak,2028,49.330948
Sabah,Lahad Datu,2028,198.05652
Sabah,Papar,2028,168.23642
Sabah,Penampang,2028,346.80872
Sabah,Ranau,2028,60.67931
Sabah,Sandakan,2028,461.03723
Sabah,Semporna,2028,237.18295
Sabah,Sipitang,2028,62.468323
Sabah,Tawau,2028,609.42914
Sabah,Tenom,2028,32.85137
Sabah,Tuaran,2028,76.6281
Sabah,W.P. Labuan,2028,159.79884
Sarawak,Bau,2028,46.0531
Sarawak,Belaga,2028,33.789326
Sarawak,Betong,2028,60.648148
Sarawak,Bintulu,2028,378.39545
Sarawak,Dalat,2028,16.47582
Sarawak,Julau,2028,7.6717825
Sarawak,Kanowit,2028,13.743853
Sarawak,Kapit,2028,37.15846
Sarawak,Kota Samarahan,2028,290.01138
Sarawak,Kuching,2028,1038.8546
Sarawak,Lawas,2028,33.281902
Sarawak,Limbang,2028,42.27617
Sarawak,Lubok Antu,2028,18.732687
Sarawak,Lundu,2028,47.849617
Sarawak,Marudi,2028,62.22814
Sarawak,Matu Daro,2028,20.355785
Sarawak,Meradong,2028,34.261738
Sarawak,Miri,2028,681.7174
Sarawak,Mukah,2028,59.424313
Sarawak,Padawan,2028,664.7092
Sarawak,Saratok,2028,30.820454
Sarawak,Sarikei,2028,115.876945
Sarawak,Serian,2028,99.21955
Sarawak,Sibu,2028,578.38885
Sarawak,Simunjan,2028,33.552025
Sarawak,Song,2028,7.3126817
Sarawak,Sri Aman,2028,87.82522
Sarawak,Tatau,2028,17.237577
Selangor,Ampang Jaya,2028,1681.4514
Selangor,Gombak,2028,2009.1011
Selangor,Hulu Selangor,2028,396.38144
Selangor,Kajang,2028,2048.1658
Selangor,Klang Selatan,2028,1464.1277
Selangor,Klang Utara,2028,885.3
Selangor,Kuala Langat,2028,458.3925
Selangor,Kuala Selangor,2028,374.6721
Selangor,Petaling Jaya,2028,2492.5112
Selangor,Sabak Bernam,2028,241.66492
Selangor,Sepang,2028,589.49835
Selangor,Serdang,2028,1369.5293
Selangor,Shah Alam,2028,986.87006
Selangor,Subang Jaya,2028,986.8751
Terengganu,Besut,2028,315.1715
Terengganu,Dungun,2028,220.4515
Terengganu,Hulu Terengganu,2028,98.74071
Terengganu,Kemaman,2028,270.39972
Terengganu,Kuala Terengganu,2028,493.1815
Terengganu,Marang,2028,126.403824
Terengganu,Setiu,2028,69.32883
W.P. Kuala Lumpur,Brickfields,2028,1375.4786
W.P. Kuala Lumpur,Cheras,2028,1262.223
W.P. Kuala Lumpur,Dang Wangi,2028,2178.643
W.P. Kuala Lumpur,Sentul,2028,1776.5236
W.P. Kuala Lumpur,W.P. Putrajaya,2028,211.45853
W.P. Kuala Lumpur,Wangsa Maju,2028,1623.548
