state,district,category,type,date,crimes
Perak,Pengkalan Hulu,assault,rape,1/1/2020,1
Perak,Pengkalan Hulu,assault,rape,1/1/2021,1
Perak,Pengkalan Hulu,assault,rape,1/1/2022,0
Perak,Pengkalan Hulu,assault,rape,1/1/2023,2
Perak,Pengkalan Hulu,assault,robbery_gang_armed,1/1/2016,0
Perak,Pengkalan Hulu,assault,robbery_gang_armed,1/1/2017,0
Perak,Pengkalan Hulu,assault,robbery_gang_armed,1/1/2018,0
Perak,Pengkalan Hulu,assault,robbery_gang_armed,1/1/2019,0
Perak,Pengkalan Hulu,assault,robbery_gang_armed,1/1/2020,0
Perak,Pengkalan Hulu,assault,robbery_gang_armed,1/1/2021,0
Perak,Pengkalan Hulu,assault,robbery_gang_armed,1/1/2022,0
Perak,Pengkalan Hulu,assault,robbery_gang_armed,1/1/2023,0
Perak,Pengkalan Hulu,assault,robbery_gang_unarmed,1/1/2016,1
Perak,Pengkalan Hulu,assault,robbery_gang_unarmed,1/1/2017,0
Perak,Pengkalan Hulu,assault,robbery_gang_unarmed,1/1/2018,0
Perak,Pengkalan Hulu,assault,robbery_gang_unarmed,1/1/2019,0
Perak,Pengkalan Hulu,assault,robbery_gang_unarmed,1/1/2020,0
Perak,Pengkalan Hulu,assault,robbery_gang_unarmed,1/1/2021,0
Perak,Pengkalan Hulu,assault,robbery_gang_unarmed,1/1/2022,0
Perak,Pengkalan Hulu,assault,robbery_gang_unarmed,1/1/2023,0
Perak,Pengkalan Hulu,assault,robbery_solo_armed,1/1/2016,0
Perak,Pengkalan Hulu,assault,robbery_solo_armed,1/1/2017,0
Perak,Pengkalan Hulu,assault,robbery_solo_armed,1/1/2018,0
Perak,Pengkalan Hulu,assault,robbery_solo_armed,1/1/2019,0
Perak,Pengkalan Hulu,assault,robbery_solo_armed,1/1/2020,0
Perak,Pengkalan Hulu,assault,robbery_solo_armed,1/1/2021,0
Perak,Pengkalan Hulu,assault,robbery_solo_armed,1/1/2022,0
Perak,Pengkalan Hulu,assault,robbery_solo_armed,1/1/2023,0
Perak,Pengkalan Hulu,assault,robbery_solo_unarmed,1/1/2016,0
Perak,Pengkalan Hulu,assault,robbery_solo_unarmed,1/1/2017,0
Perak,Pengkalan Hulu,assault,robbery_solo_unarmed,1/1/2018,0
Perak,Pengkalan Hulu,assault,robbery_solo_unarmed,1/1/2019,0
Perak,Pengkalan Hulu,assault,robbery_solo_unarmed,1/1/2020,1
Perak,Pengkalan Hulu,assault,robbery_solo_unarmed,1/1/2021,0
Perak,Pengkalan Hulu,assault,robbery_solo_unarmed,1/1/2022,0
Perak,Pengkalan Hulu,assault,robbery_solo_unarmed,1/1/2023,0
Perak,Pengkalan Hulu,property,all,1/1/2016,26
Perak,Pengkalan Hulu,property,all,1/1/2017,13
Perak,Pengkalan Hulu,property,all,1/1/2018,10
Perak,Pengkalan Hulu,property,all,1/1/2019,12
Perak,Pengkalan Hulu,property,all,1/1/2020,8
Perak,Pengkalan Hulu,property,all,1/1/2021,9
Perak,Pengkalan Hulu,property,all,1/1/2022,9
Perak,Pengkalan Hulu,property,all,1/1/2023,13
Perak,Pengkalan Hulu,property,break_in,1/1/2016,3
Perak,Pengkalan Hulu,property,break_in,1/1/2017,0
Perak,Pengkalan Hulu,property,break_in,1/1/2018,2
Perak,Pengkalan Hulu,property,break_in,1/1/2019,3
Perak,Pengkalan Hulu,property,break_in,1/1/2020,2
Perak,Pengkalan Hulu,property,break_in,1/1/2021,3
Perak,Pengkalan Hulu,property,break_in,1/1/2022,2
Perak,Pengkalan Hulu,property,break_in,1/1/2023,4
Perak,Pengkalan Hulu,property,theft_other,1/1/2016,9
Perak,Pengkalan Hulu,property,theft_other,1/1/2017,3
Perak,Pengkalan Hulu,property,theft_other,1/1/2018,5
Perak,Pengkalan Hulu,property,theft_other,1/1/2019,7
Perak,Pengkalan Hulu,property,theft_other,1/1/2020,6
Perak,Pengkalan Hulu,property,theft_other,1/1/2021,4
Perak,Pengkalan Hulu,property,theft_other,1/1/2022,5
Perak,Pengkalan Hulu,property,theft_other,1/1/2023,6
Perak,Pengkalan Hulu,property,theft_vehicle_lorry,1/1/2016,0
Perak,Pengkalan Hulu,property,theft_vehicle_lorry,1/1/2017,0
Perak,Pengkalan Hulu,property,theft_vehicle_lorry,1/1/2018,1
Perak,Pengkalan Hulu,property,theft_vehicle_lorry,1/1/2019,0
Perak,Pengkalan Hulu,property,theft_vehicle_lorry,1/1/2020,0
Perak,Pengkalan Hulu,property,theft_vehicle_lorry,1/1/2021,0
Perak,Pengkalan Hulu,property,theft_vehicle_lorry,1/1/2022,0
Perak,Pengkalan Hulu,property,theft_vehicle_lorry,1/1/2023,1
Perak,Pengkalan Hulu,property,theft_vehicle_motorcar,1/1/2016,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcar,1/1/2017,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcar,1/1/2018,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcar,1/1/2019,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcar,1/1/2020,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcar,1/1/2021,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcar,1/1/2022,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcar,1/1/2023,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcycle,1/1/2016,14
Perak,Pengkalan Hulu,property,theft_vehicle_motorcycle,1/1/2017,10
Perak,Pengkalan Hulu,property,theft_vehicle_motorcycle,1/1/2018,2
Perak,Pengkalan Hulu,property,theft_vehicle_motorcycle,1/1/2019,2
Perak,Pengkalan Hulu,property,theft_vehicle_motorcycle,1/1/2020,0
Perak,Pengkalan Hulu,property,theft_vehicle_motorcycle,1/1/2021,2
Perak,Pengkalan Hulu,property,theft_vehicle_motorcycle,1/1/2022,2
Perak,Pengkalan Hulu,property,theft_vehicle_motorcycle,1/1/2023,2
Perak,Perak Tengah,assault,all,1/1/2016,20
Perak,Perak Tengah,assault,all,1/1/2017,24
Perak,Perak Tengah,assault,all,1/1/2018,11
Perak,Perak Tengah,assault,all,1/1/2019,17
Perak,Perak Tengah,assault,all,1/1/2020,22
Perak,Perak Tengah,assault,all,1/1/2021,23
Perak,Perak Tengah,assault,all,1/1/2022,14
Perak,Perak Tengah,assault,all,1/1/2023,29
Perak,Perak Tengah,assault,causing_injury,1/1/2016,9
Perak,Perak Tengah,assault,causing_injury,1/1/2017,7
Perak,Perak Tengah,assault,causing_injury,1/1/2018,4
Perak,Perak Tengah,assault,causing_injury,1/1/2019,3
Perak,Perak Tengah,assault,causing_injury,1/1/2020,12
Perak,Perak Tengah,assault,causing_injury,1/1/2021,6
Perak,Perak Tengah,assault,causing_injury,1/1/2022,8
Perak,Perak Tengah,assault,causing_injury,1/1/2023,13
Perak,Perak Tengah,assault,murder,1/1/2016,1
Perak,Perak Tengah,assault,murder,1/1/2017,0
Perak,Perak Tengah,assault,murder,1/1/2018,3
Perak,Perak Tengah,assault,murder,1/1/2019,1
Perak,Perak Tengah,assault,murder,1/1/2020,1
Perak,Perak Tengah,assault,murder,1/1/2021,2
Perak,Perak Tengah,assault,murder,1/1/2022,1
Perak,Perak Tengah,assault,murder,1/1/2023,0
Perak,Perak Tengah,assault,rape,1/1/2016,3
Perak,Perak Tengah,assault,rape,1/1/2017,8
Perak,Perak Tengah,assault,rape,1/1/2018,3
Perak,Perak Tengah,assault,rape,1/1/2019,9
Perak,Perak Tengah,assault,rape,1/1/2020,5
Perak,Perak Tengah,assault,rape,1/1/2021,8
Perak,Perak Tengah,assault,rape,1/1/2022,3
Perak,Perak Tengah,assault,rape,1/1/2023,7
Perak,Perak Tengah,assault,robbery_gang_armed,1/1/2016,0
Perak,Perak Tengah,assault,robbery_gang_armed,1/1/2017,0
Perak,Perak Tengah,assault,robbery_gang_armed,1/1/2018,0
Perak,Perak Tengah,assault,robbery_gang_armed,1/1/2019,0
Perak,Perak Tengah,assault,robbery_gang_armed,1/1/2020,0
Perak,Perak Tengah,assault,robbery_gang_armed,1/1/2021,0
Perak,Perak Tengah,assault,robbery_gang_armed,1/1/2022,0
Perak,Perak Tengah,assault,robbery_gang_armed,1/1/2023,0
Perak,Perak Tengah,assault,robbery_gang_unarmed,1/1/2016,5
Perak,Perak Tengah,assault,robbery_gang_unarmed,1/1/2017,9
Perak,Perak Tengah,assault,robbery_gang_unarmed,1/1/2018,1
Perak,Perak Tengah,assault,robbery_gang_unarmed,1/1/2019,2
Perak,Perak Tengah,assault,robbery_gang_unarmed,1/1/2020,1
Perak,Perak Tengah,assault,robbery_gang_unarmed,1/1/2021,4
Perak,Perak Tengah,assault,robbery_gang_unarmed,1/1/2022,1
Perak,Perak Tengah,assault,robbery_gang_unarmed,1/1/2023,5
Perak,Perak Tengah,assault,robbery_solo_armed,1/1/2016,0
Perak,Perak Tengah,assault,robbery_solo_armed,1/1/2017,0
Perak,Perak Tengah,assault,robbery_solo_armed,1/1/2018,0
Perak,Perak Tengah,assault,robbery_solo_armed,1/1/2019,0
Perak,Perak Tengah,assault,robbery_solo_armed,1/1/2020,0
Perak,Perak Tengah,assault,robbery_solo_armed,1/1/2021,0
Perak,Perak Tengah,assault,robbery_solo_armed,1/1/2022,0
Perak,Perak Tengah,assault,robbery_solo_armed,1/1/2023,0
Perak,Perak Tengah,assault,robbery_solo_unarmed,1/1/2016,2
Perak,Perak Tengah,assault,robbery_solo_unarmed,1/1/2017,0
Perak,Perak Tengah,assault,robbery_solo_unarmed,1/1/2018,0
Perak,Perak Tengah,assault,robbery_solo_unarmed,1/1/2019,2
Perak,Perak Tengah,assault,robbery_solo_unarmed,1/1/2020,3
Perak,Perak Tengah,assault,robbery_solo_unarmed,1/1/2021,3
Perak,Perak Tengah,assault,robbery_solo_unarmed,1/1/2022,1
Perak,Perak Tengah,assault,robbery_solo_unarmed,1/1/2023,4
Perak,Perak Tengah,property,all,1/1/2016,187
Perak,Perak Tengah,property,all,1/1/2017,116
Perak,Perak Tengah,property,all,1/1/2018,81
Perak,Perak Tengah,property,all,1/1/2019,98
Perak,Perak Tengah,property,all,1/1/2020,82
Perak,Perak Tengah,property,all,1/1/2021,71
Perak,Perak Tengah,property,all,1/1/2022,94
Perak,Perak Tengah,property,all,1/1/2023,114
Perak,Perak Tengah,property,break_in,1/1/2016,69
Perak,Perak Tengah,property,break_in,1/1/2017,35
Perak,Perak Tengah,property,break_in,1/1/2018,30
Perak,Perak Tengah,property,break_in,1/1/2019,24
Perak,Perak Tengah,property,break_in,1/1/2020,12
Perak,Perak Tengah,property,break_in,1/1/2021,16
Perak,Perak Tengah,property,break_in,1/1/2022,19
Perak,Perak Tengah,property,break_in,1/1/2023,27
Perak,Perak Tengah,property,theft_other,1/1/2016,54
Perak,Perak Tengah,property,theft_other,1/1/2017,33
Perak,Perak Tengah,property,theft_other,1/1/2018,18
Perak,Perak Tengah,property,theft_other,1/1/2019,44
Perak,Perak Tengah,property,theft_other,1/1/2020,39
Perak,Perak Tengah,property,theft_other,1/1/2021,37
Perak,Perak Tengah,property,theft_other,1/1/2022,50
Perak,Perak Tengah,property,theft_other,1/1/2023,53
Perak,Perak Tengah,property,theft_vehicle_lorry,1/1/2016,0
Perak,Perak Tengah,property,theft_vehicle_lorry,1/1/2017,1
Perak,Perak Tengah,property,theft_vehicle_lorry,1/1/2018,0
Perak,Perak Tengah,property,theft_vehicle_lorry,1/1/2019,1
Perak,Perak Tengah,property,theft_vehicle_lorry,1/1/2020,3
Perak,Perak Tengah,property,theft_vehicle_lorry,1/1/2021,1
Perak,Perak Tengah,property,theft_vehicle_lorry,1/1/2022,0
Perak,Perak Tengah,property,theft_vehicle_lorry,1/1/2023,0
Perak,Perak Tengah,property,theft_vehicle_motorcar,1/1/2016,2
Perak,Perak Tengah,property,theft_vehicle_motorcar,1/1/2017,2
Perak,Perak Tengah,property,theft_vehicle_motorcar,1/1/2018,1
Perak,Perak Tengah,property,theft_vehicle_motorcar,1/1/2019,2
Perak,Perak Tengah,property,theft_vehicle_motorcar,1/1/2020,5
Perak,Perak Tengah,property,theft_vehicle_motorcar,1/1/2021,1
Perak,Perak Tengah,property,theft_vehicle_motorcar,1/1/2022,10
Perak,Perak Tengah,property,theft_vehicle_motorcar,1/1/2023,7
Perak,Perak Tengah,property,theft_vehicle_motorcycle,1/1/2016,62
Perak,Perak Tengah,property,theft_vehicle_motorcycle,1/1/2017,45
Perak,Perak Tengah,property,theft_vehicle_motorcycle,1/1/2018,32
Perak,Perak Tengah,property,theft_vehicle_motorcycle,1/1/2019,27
Perak,Perak Tengah,property,theft_vehicle_motorcycle,1/1/2020,23
Perak,Perak Tengah,property,theft_vehicle_motorcycle,1/1/2021,16
Perak,Perak Tengah,property,theft_vehicle_motorcycle,1/1/2022,15
Perak,Perak Tengah,property,theft_vehicle_motorcycle,1/1/2023,27
Perak,Selama,assault,all,1/1/2016,9
Perak,Selama,assault,all,1/1/2017,3
Perak,Selama,assault,all,1/1/2018,8
Perak,Selama,assault,all,1/1/2019,7
Perak,Selama,assault,all,1/1/2020,5
Perak,Selama,assault,all,1/1/2021,10
Perak,Selama,assault,all,1/1/2022,14
Perak,Selama,assault,all,1/1/2023,17
Perak,Selama,assault,causing_injury,1/1/2016,2
Perak,Selama,assault,causing_injury,1/1/2017,1
Perak,Selama,assault,causing_injury,1/1/2018,2
Perak,Selama,assault,causing_injury,1/1/2019,2
Perak,Selama,assault,causing_injury,1/1/2020,2
Perak,Selama,assault,causing_injury,1/1/2021,3
Perak,Selama,assault,causing_injury,1/1/2022,6
Perak,Selama,assault,causing_injury,1/1/2023,7
Perak,Selama,assault,murder,1/1/2016,0
Perak,Selama,assault,murder,1/1/2017,0
Perak,Selama,assault,murder,1/1/2018,0
Perak,Selama,assault,murder,1/1/2019,0
Perak,Selama,assault,murder,1/1/2020,0
Perak,Selama,assault,murder,1/1/2021,1
Perak,Selama,assault,murder,1/1/2022,0
Perak,Selama,assault,murder,1/1/2023,0
Perak,Selama,assault,rape,1/1/2016,3
Perak,Selama,assault,rape,1/1/2017,1
Perak,Selama,assault,rape,1/1/2018,3
Perak,Selama,assault,rape,1/1/2019,3
Perak,Selama,assault,rape,1/1/2020,2
Perak,Selama,assault,rape,1/1/2021,2
Perak,Selama,assault,rape,1/1/2022,5
Perak,Selama,assault,rape,1/1/2023,2
Perak,Selama,assault,robbery_gang_armed,1/1/2016,0
Perak,Selama,assault,robbery_gang_armed,1/1/2017,0
Perak,Selama,assault,robbery_gang_armed,1/1/2018,0
Perak,Selama,assault,robbery_gang_armed,1/1/2019,0
Perak,Selama,assault,robbery_gang_armed,1/1/2020,0
Perak,Selama,assault,robbery_gang_armed,1/1/2021,0
Perak,Selama,assault,robbery_gang_armed,1/1/2022,0
Perak,Selama,assault,robbery_gang_armed,1/1/2023,0
Perak,Selama,assault,robbery_gang_unarmed,1/1/2016,3
Perak,Selama,assault,robbery_gang_unarmed,1/1/2017,1
Perak,Selama,assault,robbery_gang_unarmed,1/1/2018,3
Perak,Selama,assault,robbery_gang_unarmed,1/1/2019,2
Perak,Selama,assault,robbery_gang_unarmed,1/1/2020,0
Perak,Selama,assault,robbery_gang_unarmed,1/1/2021,4
Perak,Selama,assault,robbery_gang_unarmed,1/1/2022,2
Perak,Selama,assault,robbery_gang_unarmed,1/1/2023,4
Perak,Selama,assault,robbery_solo_armed,1/1/2016,0
Perak,Selama,assault,robbery_solo_armed,1/1/2017,0
Perak,Selama,assault,robbery_solo_armed,1/1/2018,0
Perak,Selama,assault,robbery_solo_armed,1/1/2019,0
Perak,Selama,assault,robbery_solo_armed,1/1/2020,0
Perak,Selama,assault,robbery_solo_armed,1/1/2021,0
Perak,Selama,assault,robbery_solo_armed,1/1/2022,0
Perak,Selama,assault,robbery_solo_armed,1/1/2023,0
Perak,Selama,assault,robbery_solo_unarmed,1/1/2016,1
Perak,Selama,assault,robbery_solo_unarmed,1/1/2017,0
Perak,Selama,assault,robbery_solo_unarmed,1/1/2018,0
Perak,Selama,assault,robbery_solo_unarmed,1/1/2019,0
Perak,Selama,assault,robbery_solo_unarmed,1/1/2020,1
Perak,Selama,assault,robbery_solo_unarmed,1/1/2021,0
Perak,Selama,assault,robbery_solo_unarmed,1/1/2022,1
Perak,Selama,assault,robbery_solo_unarmed,1/1/2023,4
Perak,Selama,property,all,1/1/2016,30
Perak,Selama,property,all,1/1/2017,23
Perak,Selama,property,all,1/1/2018,25
Perak,Selama,property,all,1/1/2019,33
Perak,Selama,property,all,1/1/2020,24
Perak,Selama,property,all,1/1/2021,22
Perak,Selama,property,all,1/1/2022,19
Perak,Selama,property,all,1/1/2023,28
Perak,Selama,property,break_in,1/1/2016,2
Perak,Selama,property,break_in,1/1/2017,5
Perak,Selama,property,break_in,1/1/2018,4
Perak,Selama,property,break_in,1/1/2019,4
Perak,Selama,property,break_in,1/1/2020,6
Perak,Selama,property,break_in,1/1/2021,3
Perak,Selama,property,break_in,1/1/2022,4
Perak,Selama,property,break_in,1/1/2023,4
Perak,Selama,property,theft_other,1/1/2016,7
Perak,Selama,property,theft_other,1/1/2017,4
Perak,Selama,property,theft_other,1/1/2018,3
Perak,Selama,property,theft_other,1/1/2019,12
Perak,Selama,property,theft_other,1/1/2020,7
Perak,Selama,property,theft_other,1/1/2021,10
Perak,Selama,property,theft_other,1/1/2022,5
Perak,Selama,property,theft_other,1/1/2023,14
Perak,Selama,property,theft_vehicle_lorry,1/1/2016,1
Perak,Selama,property,theft_vehicle_lorry,1/1/2017,1
Perak,Selama,property,theft_vehicle_lorry,1/1/2018,0
Perak,Selama,property,theft_vehicle_lorry,1/1/2019,0
Perak,Selama,property,theft_vehicle_lorry,1/1/2020,1
Perak,Selama,property,theft_vehicle_lorry,1/1/2021,0
Perak,Selama,property,theft_vehicle_lorry,1/1/2022,1
Perak,Selama,property,theft_vehicle_lorry,1/1/2023,0
Perak,Selama,property,theft_vehicle_motorcar,1/1/2016,7
Perak,Selama,property,theft_vehicle_motorcar,1/1/2017,1
Perak,Selama,property,theft_vehicle_motorcar,1/1/2018,2
Perak,Selama,property,theft_vehicle_motorcar,1/1/2019,2
Perak,Selama,property,theft_vehicle_motorcar,1/1/2020,1
Perak,Selama,property,theft_vehicle_motorcar,1/1/2021,0
Perak,Selama,property,theft_vehicle_motorcar,1/1/2022,1
Perak,Selama,property,theft_vehicle_motorcar,1/1/2023,2
Perak,Selama,property,theft_vehicle_motorcycle,1/1/2016,13
Perak,Selama,property,theft_vehicle_motorcycle,1/1/2017,12
Perak,Selama,property,theft_vehicle_motorcycle,1/1/2018,16
Perak,Selama,property,theft_vehicle_motorcycle,1/1/2019,15
Perak,Selama,property,theft_vehicle_motorcycle,1/1/2020,9
Perak,Selama,property,theft_vehicle_motorcycle,1/1/2021,9
Perak,Selama,property,theft_vehicle_motorcycle,1/1/2022,8
Perak,Selama,property,theft_vehicle_motorcycle,1/1/2023,8
Perak,Sungai Siput,assault,all,1/1/2016,34
Perak,Sungai Siput,assault,all,1/1/2017,31
Perak,Sungai Siput,assault,all,1/1/2018,35
Perak,Sungai Siput,assault,all,1/1/2019,30
Perak,Sungai Siput,assault,all,1/1/2020,30
Perak,Sungai Siput,assault,all,1/1/2021,18
Perak,Sungai Siput,assault,all,1/1/2022,24
Perak,Sungai Siput,assault,all,1/1/2023,16
Perak,Sungai Siput,assault,causing_injury,1/1/2016,12
Perak,Sungai Siput,assault,causing_injury,1/1/2017,5
Perak,Sungai Siput,assault,causing_injury,1/1/2018,16
Perak,Sungai Siput,assault,causing_injury,1/1/2019,16
Perak,Sungai Siput,assault,causing_injury,1/1/2020,10
Perak,Sungai Siput,assault,causing_injury,1/1/2021,12
Perak,Sungai Siput,assault,causing_injury,1/1/2022,8
Perak,Sungai Siput,assault,causing_injury,1/1/2023,6
Perak,Sungai Siput,assault,murder,1/1/2016,2
Perak,Sungai Siput,assault,murder,1/1/2017,1
Perak,Sungai Siput,assault,murder,1/1/2018,1
Perak,Sungai Siput,assault,murder,1/1/2019,1
Perak,Sungai Siput,assault,murder,1/1/2020,1
Perak,Sungai Siput,assault,murder,1/1/2021,0
Perak,Sungai Siput,assault,murder,1/1/2022,1
Perak,Sungai Siput,assault,murder,1/1/2023,1
Perak,Sungai Siput,assault,rape,1/1/2016,3
Perak,Sungai Siput,assault,rape,1/1/2017,9
Perak,Sungai Siput,assault,rape,1/1/2018,5
Perak,Sungai Siput,assault,rape,1/1/2019,0
Perak,Sungai Siput,assault,rape,1/1/2020,3
Perak,Sungai Siput,assault,rape,1/1/2021,3
Perak,Sungai Siput,assault,rape,1/1/2022,2
Perak,Sungai Siput,assault,rape,1/1/2023,4
Perak,Sungai Siput,assault,robbery_gang_armed,1/1/2016,0
Perak,Sungai Siput,assault,robbery_gang_armed,1/1/2017,0
Perak,Sungai Siput,assault,robbery_gang_armed,1/1/2018,0
Perak,Sungai Siput,assault,robbery_gang_armed,1/1/2019,1
Perak,Sungai Siput,assault,robbery_gang_armed,1/1/2020,0
Perak,Sungai Siput,assault,robbery_gang_armed,1/1/2021,0
Perak,Sungai Siput,assault,robbery_gang_armed,1/1/2022,0
Perak,Sungai Siput,assault,robbery_gang_armed,1/1/2023,0
Perak,Sungai Siput,assault,robbery_gang_unarmed,1/1/2016,14
Perak,Sungai Siput,assault,robbery_gang_unarmed,1/1/2017,12
Perak,Sungai Siput,assault,robbery_gang_unarmed,1/1/2018,13
Perak,Sungai Siput,assault,robbery_gang_unarmed,1/1/2019,11
Perak,Sungai Siput,assault,robbery_gang_unarmed,1/1/2020,3
Perak,Sungai Siput,assault,robbery_gang_unarmed,1/1/2021,3
Perak,Sungai Siput,assault,robbery_gang_unarmed,1/1/2022,11
Perak,Sungai Siput,assault,robbery_gang_unarmed,1/1/2023,3
Perak,Sungai Siput,assault,robbery_solo_armed,1/1/2016,0
Perak,Sungai Siput,assault,robbery_solo_armed,1/1/2017,0
Perak,Sungai Siput,assault,robbery_solo_armed,1/1/2018,0
Perak,Sungai Siput,assault,robbery_solo_armed,1/1/2019,0
Perak,Sungai Siput,assault,robbery_solo_armed,1/1/2020,0
Perak,Sungai Siput,assault,robbery_solo_armed,1/1/2021,0
Perak,Sungai Siput,assault,robbery_solo_armed,1/1/2022,0
Perak,Sungai Siput,assault,robbery_solo_armed,1/1/2023,0
Perak,Sungai Siput,assault,robbery_solo_unarmed,1/1/2016,3
Perak,Sungai Siput,assault,robbery_solo_unarmed,1/1/2017,4
Perak,Sungai Siput,assault,robbery_solo_unarmed,1/1/2018,0
Perak,Sungai Siput,assault,robbery_solo_unarmed,1/1/2019,1
Perak,Sungai Siput,assault,robbery_solo_unarmed,1/1/2020,13
Perak,Sungai Siput,assault,robbery_solo_unarmed,1/1/2021,0
Perak,Sungai Siput,assault,robbery_solo_unarmed,1/1/2022,2
Perak,Sungai Siput,assault,robbery_solo_unarmed,1/1/2023,2
Perak,Sungai Siput,property,all,1/1/2016,99
Perak,Sungai Siput,property,all,1/1/2017,104
Perak,Sungai Siput,property,all,1/1/2018,84
Perak,Sungai Siput,property,all,1/1/2019,85
Perak,Sungai Siput,property,all,1/1/2020,58
Perak,Sungai Siput,property,all,1/1/2021,37
Perak,Sungai Siput,property,all,1/1/2022,55
Perak,Sungai Siput,property,all,1/1/2023,62
Perak,Sungai Siput,property,break_in,1/1/2016,24
Perak,Sungai Siput,property,break_in,1/1/2017,16
Perak,Sungai Siput,property,break_in,1/1/2018,14
Perak,Sungai Siput,property,break_in,1/1/2019,30
Perak,Sungai Siput,property,break_in,1/1/2020,20
Perak,Sungai Siput,property,break_in,1/1/2021,7
Perak,Sungai Siput,property,break_in,1/1/2022,18
Perak,Sungai Siput,property,break_in,1/1/2023,12
Perak,Sungai Siput,property,theft_other,1/1/2016,20
Perak,Sungai Siput,property,theft_other,1/1/2017,21
Perak,Sungai Siput,property,theft_other,1/1/2018,17
Perak,Sungai Siput,property,theft_other,1/1/2019,32
Perak,Sungai Siput,property,theft_other,1/1/2020,20
Perak,Sungai Siput,property,theft_other,1/1/2021,17
Perak,Sungai Siput,property,theft_other,1/1/2022,27
Perak,Sungai Siput,property,theft_other,1/1/2023,24
Perak,Sungai Siput,property,theft_vehicle_lorry,1/1/2016,1
Perak,Sungai Siput,property,theft_vehicle_lorry,1/1/2017,2
Perak,Sungai Siput,property,theft_vehicle_lorry,1/1/2018,4
Perak,Sungai Siput,property,theft_vehicle_lorry,1/1/2019,0
Perak,Sungai Siput,property,theft_vehicle_lorry,1/1/2020,0
Perak,Sungai Siput,property,theft_vehicle_lorry,1/1/2021,0
Perak,Sungai Siput,property,theft_vehicle_lorry,1/1/2022,0
Perak,Sungai Siput,property,theft_vehicle_lorry,1/1/2023,1
Perak,Sungai Siput,property,theft_vehicle_motorcar,1/1/2016,5
Perak,Sungai Siput,property,theft_vehicle_motorcar,1/1/2017,3
Perak,Sungai Siput,property,theft_vehicle_motorcar,1/1/2018,4
Perak,Sungai Siput,property,theft_vehicle_motorcar,1/1/2019,0
Perak,Sungai Siput,property,theft_vehicle_motorcar,1/1/2020,2
Perak,Sungai Siput,property,theft_vehicle_motorcar,1/1/2021,0
Perak,Sungai Siput,property,theft_vehicle_motorcar,1/1/2022,3
Perak,Sungai Siput,property,theft_vehicle_motorcar,1/1/2023,9
Perak,Sungai Siput,property,theft_vehicle_motorcycle,1/1/2016,49
Perak,Sungai Siput,property,theft_vehicle_motorcycle,1/1/2017,62
Perak,Sungai Siput,property,theft_vehicle_motorcycle,1/1/2018,45
Perak,Sungai Siput,property,theft_vehicle_motorcycle,1/1/2019,23
Perak,Sungai Siput,property,theft_vehicle_motorcycle,1/1/2020,16
Perak,Sungai Siput,property,theft_vehicle_motorcycle,1/1/2021,13
Perak,Sungai Siput,property,theft_vehicle_motorcycle,1/1/2022,7
Perak,Sungai Siput,property,theft_vehicle_motorcycle,1/1/2023,16
Perak,Taiping,assault,all,1/1/2016,212
Perak,Taiping,assault,all,1/1/2017,170
Perak,Taiping,assault,all,1/1/2018,165
Perak,Taiping,assault,all,1/1/2019,181
Perak,Taiping,assault,all,1/1/2020,118
Perak,Taiping,assault,all,1/1/2021,96
Perak,Taiping,assault,all,1/1/2022,88
Perak,Taiping,assault,all,1/1/2023,108
Perak,Taiping,assault,causing_injury,1/1/2016,87
Perak,Taiping,assault,causing_injury,1/1/2017,63
Perak,Taiping,assault,causing_injury,1/1/2018,62
Perak,Taiping,assault,causing_injury,1/1/2019,76
Perak,Taiping,assault,causing_injury,1/1/2020,40
Perak,Taiping,assault,causing_injury,1/1/2021,36
Perak,Taiping,assault,causing_injury,1/1/2022,36
Perak,Taiping,assault,causing_injury,1/1/2023,48
Perak,Taiping,assault,murder,1/1/2016,7
Perak,Taiping,assault,murder,1/1/2017,2
Perak,Taiping,assault,murder,1/1/2018,3
Perak,Taiping,assault,murder,1/1/2019,3
Perak,Taiping,assault,murder,1/1/2020,1
Perak,Taiping,assault,murder,1/1/2021,2
Perak,Taiping,assault,murder,1/1/2022,1
Perak,Taiping,assault,murder,1/1/2023,4
Perak,Taiping,assault,rape,1/1/2016,19
Perak,Taiping,assault,rape,1/1/2017,10
Perak,Taiping,assault,rape,1/1/2018,26
Perak,Taiping,assault,rape,1/1/2019,20
Perak,Taiping,assault,rape,1/1/2020,9
Perak,Taiping,assault,rape,1/1/2021,12
Perak,Taiping,assault,rape,1/1/2022,6
Perak,Taiping,assault,rape,1/1/2023,14
Perak,Taiping,assault,robbery_gang_armed,1/1/2016,1
Perak,Taiping,assault,robbery_gang_armed,1/1/2017,1
Perak,Taiping,assault,robbery_gang_armed,1/1/2018,0
Perak,Taiping,assault,robbery_gang_armed,1/1/2019,0
