state,district,category,type,date,crimes
Malaysia,All,assault,all,1/1/2016,22327
Malaysia,All,assault,all,1/1/2017,21366
Malaysia,All,assault,all,1/1/2018,16902
Malaysia,All,assault,all,1/1/2019,16489
Malaysia,All,assault,all,1/1/2020,13279
Malaysia,All,assault,all,1/1/2021,11495
Malaysia,All,assault,all,1/1/2022,10348
Malaysia,All,assault,all,1/1/2023,10453
Malaysia,All,assault,causing_injury,1/1/2016,5531
Malaysia,All,assault,causing_injury,1/1/2017,5024
Malaysia,All,assault,causing_injury,1/1/2018,4660
Malaysia,All,assault,causing_injury,1/1/2019,4712
Malaysia,All,assault,causing_injury,1/1/2020,4118
Malaysia,All,assault,causing_injury,1/1/2021,4063
Malaysia,All,assault,causing_injury,1/1/2022,3807
Malaysia,All,assault,causing_injury,1/1/2023,3693
Malaysia,All,assault,murder,1/1/2016,456
Malaysia,All,assault,murder,1/1/2017,379
Malaysia,All,assault,murder,1/1/2018,323
Malaysia,All,assault,murder,1/1/2019,310
Malaysia,All,assault,murder,1/1/2020,253
Malaysia,All,assault,murder,1/1/2021,243
Malaysia,All,assault,murder,1/1/2022,240
Malaysia,All,assault,murder,1/1/2023,258
Malaysia,All,assault,rape,1/1/2016,1886
Malaysia,All,assault,rape,1/1/2017,1835
Malaysia,All,assault,rape,1/1/2018,1648
Malaysia,All,assault,rape,1/1/2019,1738
Malaysia,All,assault,rape,1/1/2020,1582
Malaysia,All,assault,rape,1/1/2021,1553
Malaysia,All,assault,rape,1/1/2022,1712
Malaysia,All,assault,rape,1/1/2023,1914
Malaysia,All,assault,robbery_gang_armed,1/1/2016,65
Malaysia,All,assault,robbery_gang_armed,1/1/2017,31
Malaysia,All,assault,robbery_gang_armed,1/1/2018,31
Malaysia,All,assault,robbery_gang_armed,1/1/2019,21
Malaysia,All,assault,robbery_gang_armed,1/1/2020,6
Malaysia,All,assault,robbery_gang_armed,1/1/2021,5
Malaysia,All,assault,robbery_gang_armed,1/1/2022,16
Malaysia,All,assault,robbery_gang_armed,1/1/2023,30
Malaysia,All,assault,robbery_gang_unarmed,1/1/2016,10907
Malaysia,All,assault,robbery_gang_unarmed,1/1/2017,9779
Malaysia,All,assault,robbery_gang_unarmed,1/1/2018,6543
Malaysia,All,assault,robbery_gang_unarmed,1/1/2019,6058
Malaysia,All,assault,robbery_gang_unarmed,1/1/2020,2992
Malaysia,All,assault,robbery_gang_unarmed,1/1/2021,3071
Malaysia,All,assault,robbery_gang_unarmed,1/1/2022,2432
Malaysia,All,assault,robbery_gang_unarmed,1/1/2023,2578
Malaysia,All,assault,robbery_solo_armed,1/1/2016,19
Malaysia,All,assault,robbery_solo_armed,1/1/2017,3
Malaysia,All,assault,robbery_solo_armed,1/1/2018,9
Malaysia,All,assault,robbery_solo_armed,1/1/2019,9
Malaysia,All,assault,robbery_solo_armed,1/1/2020,5
Malaysia,All,assault,robbery_solo_armed,1/1/2021,2
Malaysia,All,assault,robbery_solo_armed,1/1/2022,7
Malaysia,All,assault,robbery_solo_armed,1/1/2023,13
Malaysia,All,assault,robbery_solo_unarmed,1/1/2016,3463
Malaysia,All,assault,robbery_solo_unarmed,1/1/2017,4315
Malaysia,All,assault,robbery_solo_unarmed,1/1/2018,3688
Malaysia,All,assault,robbery_solo_unarmed,1/1/2019,3641
Malaysia,All,assault,robbery_solo_unarmed,1/1/2020,4323
Malaysia,All,assault,robbery_solo_unarmed,1/1/2021,2558
Malaysia,All,assault,robbery_solo_unarmed,1/1/2022,2134
Malaysia,All,assault,robbery_solo_unarmed,1/1/2023,1967
Malaysia,All,property,all,1/1/2016,90028
Malaysia,All,property,all,1/1/2017,77804
Malaysia,All,property,all,1/1/2018,71760
Malaysia,All,property,all,1/1/2019,66967
Malaysia,All,property,all,1/1/2020,52344
Malaysia,All,property,all,1/1/2021,41479
Malaysia,All,property,all,1/1/2022,40465
Malaysia,All,property,all,1/1/2023,41991
Malaysia,All,property,break_in,1/1/2016,18760
Malaysia,All,property,break_in,1/1/2017,16201
Malaysia,All,property,break_in,1/1/2018,15742
Malaysia,All,property,break_in,1/1/2019,16497
Malaysia,All,property,break_in,1/1/2020,14040
Malaysia,All,property,break_in,1/1/2021,11352
Malaysia,All,property,break_in,1/1/2022,10585
Malaysia,All,property,break_in,1/1/2023,11557
Malaysia,All,property,theft_other,1/1/2016,22857
Malaysia,All,property,theft_other,1/1/2017,19444
Malaysia,All,property,theft_other,1/1/2018,20065
Malaysia,All,property,theft_other,1/1/2019,19603
Malaysia,All,property,theft_other,1/1/2020,16725
Malaysia,All,property,theft_other,1/1/2021,16695
Malaysia,All,property,theft_other,1/1/2022,15434
Malaysia,All,property,theft_other,1/1/2023,15837
Malaysia,All,property,theft_vehicle_lorry,1/1/2016,3050
Malaysia,All,property,theft_vehicle_lorry,1/1/2017,2102
Malaysia,All,property,theft_vehicle_lorry,1/1/2018,1761
Malaysia,All,property,theft_vehicle_lorry,1/1/2019,1549
Malaysia,All,property,theft_vehicle_lorry,1/1/2020,921
Malaysia,All,property,theft_vehicle_lorry,1/1/2021,639
Malaysia,All,property,theft_vehicle_lorry,1/1/2022,718
Malaysia,All,property,theft_vehicle_lorry,1/1/2023,764
Malaysia,All,property,theft_vehicle_motorcar,1/1/2016,10607
Malaysia,All,property,theft_vehicle_motorcar,1/1/2017,8480
Malaysia,All,property,theft_vehicle_motorcar,1/1/2018,7413
Malaysia,All,property,theft_vehicle_motorcar,1/1/2019,6817
Malaysia,All,property,theft_vehicle_motorcar,1/1/2020,4599
Malaysia,All,property,theft_vehicle_motorcar,1/1/2021,2849
Malaysia,All,property,theft_vehicle_motorcar,1/1/2022,3271
Malaysia,All,property,theft_vehicle_motorcar,1/1/2023,3245
Malaysia,All,property,theft_vehicle_motorcycle,1/1/2016,34754
Malaysia,All,property,theft_vehicle_motorcycle,1/1/2017,31577
Malaysia,All,property,theft_vehicle_motorcycle,1/1/2018,26779
Malaysia,All,property,theft_vehicle_motorcycle,1/1/2019,22501
Malaysia,All,property,theft_vehicle_motorcycle,1/1/2020,16059
Malaysia,All,property,theft_vehicle_motorcycle,1/1/2021,9944
Malaysia,All,property,theft_vehicle_motorcycle,1/1/2022,10457
Malaysia,All,property,theft_vehicle_motorcycle,1/1/2023,10588
Johor,All,assault,all,1/1/2016,2820
Johor,All,assault,all,1/1/2017,2578
Johor,All,assault,all,1/1/2018,1880
Johor,All,assault,all,1/1/2019,1923
Johor,All,assault,all,1/1/2020,1384
Johor,All,assault,all,1/1/2021,925
Johor,All,assault,all,1/1/2022,973
Johor,All,assault,all,1/1/2023,1228
Johor,All,assault,causing_injury,1/1/2016,708
Johor,All,assault,causing_injury,1/1/2017,614
Johor,All,assault,causing_injury,1/1/2018,578
Johor,All,assault,causing_injury,1/1/2019,599
Johor,All,assault,causing_injury,1/1/2020,447
Johor,All,assault,causing_injury,1/1/2021,365
Johor,All,assault,causing_injury,1/1/2022,333
Johor,All,assault,causing_injury,1/1/2023,366
Johor,All,assault,murder,1/1/2016,70
Johor,All,assault,murder,1/1/2017,66
Johor,All,assault,murder,1/1/2018,43
Johor,All,assault,murder,1/1/2019,35
Johor,All,assault,murder,1/1/2020,36
Johor,All,assault,murder,1/1/2021,21
Johor,All,assault,murder,1/1/2022,30
Johor,All,assault,murder,1/1/2023,31
Johor,All,assault,rape,1/1/2016,274
Johor,All,assault,rape,1/1/2017,196
Johor,All,assault,rape,1/1/2018,187
Johor,All,assault,rape,1/1/2019,206
Johor,All,assault,rape,1/1/2020,164
Johor,All,assault,rape,1/1/2021,144
Johor,All,assault,rape,1/1/2022,147
Johor,All,assault,rape,1/1/2023,194
Johor,All,assault,robbery_gang_armed,1/1/2016,10
Johor,All,assault,robbery_gang_armed,1/1/2017,1
Johor,All,assault,robbery_gang_armed,1/1/2018,2
Johor,All,assault,robbery_gang_armed,1/1/2019,1
Johor,All,assault,robbery_gang_armed,1/1/2020,1
Johor,All,assault,robbery_gang_armed,1/1/2021,1
Johor,All,assault,robbery_gang_armed,1/1/2022,0
Johor,All,assault,robbery_gang_armed,1/1/2023,0
Johor,All,assault,robbery_gang_unarmed,1/1/2016,1308
Johor,All,assault,robbery_gang_unarmed,1/1/2017,1220
Johor,All,assault,robbery_gang_unarmed,1/1/2018,740
Johor,All,assault,robbery_gang_unarmed,1/1/2019,753
Johor,All,assault,robbery_gang_unarmed,1/1/2020,257
Johor,All,assault,robbery_gang_unarmed,1/1/2021,256
Johor,All,assault,robbery_gang_unarmed,1/1/2022,270
Johor,All,assault,robbery_gang_unarmed,1/1/2023,394
Johor,All,assault,robbery_solo_armed,1/1/2016,3
Johor,All,assault,robbery_solo_armed,1/1/2017,0
Johor,All,assault,robbery_solo_armed,1/1/2018,0
Johor,All,assault,robbery_solo_armed,1/1/2019,1
Johor,All,assault,robbery_solo_armed,1/1/2020,0
Johor,All,assault,robbery_solo_armed,1/1/2021,0
Johor,All,assault,robbery_solo_armed,1/1/2022,0
Johor,All,assault,robbery_solo_armed,1/1/2023,0
Johor,All,assault,robbery_solo_unarmed,1/1/2016,447
Johor,All,assault,robbery_solo_unarmed,1/1/2017,481
Johor,All,assault,robbery_solo_unarmed,1/1/2018,330
Johor,All,assault,robbery_solo_unarmed,1/1/2019,328
Johor,All,assault,robbery_solo_unarmed,1/1/2020,479
Johor,All,assault,robbery_solo_unarmed,1/1/2021,138
Johor,All,assault,robbery_solo_unarmed,1/1/2022,193
Johor,All,assault,robbery_solo_unarmed,1/1/2023,243
Johor,All,property,all,1/1/2016,10121
Johor,All,property,all,1/1/2017,8729
Johor,All,property,all,1/1/2018,8458
Johor,All,property,all,1/1/2019,7947
Johor,All,property,all,1/1/2020,5966
Johor,All,property,all,1/1/2021,3440
Johor,All,property,all,1/1/2022,3489
Johor,All,property,all,1/1/2023,4102
Johor,All,property,break_in,1/1/2016,1475
Johor,All,property,break_in,1/1/2017,1211
Johor,All,property,break_in,1/1/2018,1239
Johor,All,property,break_in,1/1/2019,1364
Johor,All,property,break_in,1/1/2020,1273
Johor,All,property,break_in,1/1/2021,883
Johor,All,property,break_in,1/1/2022,767
Johor,All,property,break_in,1/1/2023,993
Johor,All,property,theft_other,1/1/2016,2117
Johor,All,property,theft_other,1/1/2017,2043
Johor,All,property,theft_other,1/1/2018,2025
Johor,All,property,theft_other,1/1/2019,1912
Johor,All,property,theft_other,1/1/2020,1403
Johor,All,property,theft_other,1/1/2021,942
Johor,All,property,theft_other,1/1/2022,1041
Johor,All,property,theft_other,1/1/2023,1335
Johor,All,property,theft_vehicle_lorry,1/1/2016,400
Johor,All,property,theft_vehicle_lorry,1/1/2017,274
Johor,All,property,theft_vehicle_lorry,1/1/2018,278
Johor,All,property,theft_vehicle_lorry,1/1/2019,219
Johor,All,property,theft_vehicle_lorry,1/1/2020,141
Johor,All,property,theft_vehicle_lorry,1/1/2021,71
Johor,All,property,theft_vehicle_lorry,1/1/2022,73
Johor,All,property,theft_vehicle_lorry,1/1/2023,69
Johor,All,property,theft_vehicle_motorcar,1/1/2016,1443
Johor,All,property,theft_vehicle_motorcar,1/1/2017,1097
Johor,All,property,theft_vehicle_motorcar,1/1/2018,1035
Johor,All,property,theft_vehicle_motorcar,1/1/2019,981
Johor,All,property,theft_vehicle_motorcar,1/1/2020,802
Johor,All,property,theft_vehicle_motorcar,1/1/2021,400
Johor,All,property,theft_vehicle_motorcar,1/1/2022,429
Johor,All,property,theft_vehicle_motorcar,1/1/2023,415
Johor,All,property,theft_vehicle_motorcycle,1/1/2016,4686
Johor,All,property,theft_vehicle_motorcycle,1/1/2017,4104
Johor,All,property,theft_vehicle_motorcycle,1/1/2018,3881
Johor,All,property,theft_vehicle_motorcycle,1/1/2019,3471
Johor,All,property,theft_vehicle_motorcycle,1/1/2020,2347
Johor,All,property,theft_vehicle_motorcycle,1/1/2021,1144
Johor,All,property,theft_vehicle_motorcycle,1/1/2022,1179
Johor,All,property,theft_vehicle_motorcycle,1/1/2023,1290
Johor,Batu Pahat,assault,all,1/1/2016,160
Johor,Batu Pahat,assault,all,1/1/2017,123
Johor,Batu Pahat,assault,all,1/1/2018,104
Johor,Batu Pahat,assault,all,1/1/2019,139
Johor,Batu Pahat,assault,all,1/1/2020,127
Johor,Batu Pahat,assault,all,1/1/2021,60
Johor,Batu Pahat,assault,all,1/1/2022,52
Johor,Batu Pahat,assault,all,1/1/2023,88
Johor,Batu Pahat,assault,causing_injury,1/1/2016,39
Johor,Batu Pahat,assault,causing_injury,1/1/2017,41
Johor,Batu Pahat,assault,causing_injury,1/1/2018,28
Johor,Batu Pahat,assault,causing_injury,1/1/2019,41
Johor,Batu Pahat,assault,causing_injury,1/1/2020,43
Johor,Batu Pahat,assault,causing_injury,1/1/2021,22
Johor,Batu Pahat,assault,causing_injury,1/1/2022,19
Johor,Batu Pahat,assault,causing_injury,1/1/2023,22
Johor,Batu Pahat,assault,murder,1/1/2016,6
Johor,Batu Pahat,assault,murder,1/1/2017,0
Johor,Batu Pahat,assault,murder,1/1/2018,3
Johor,Batu Pahat,assault,murder,1/1/2019,3
Johor,Batu Pahat,assault,murder,1/1/2020,3
Johor,Batu Pahat,assault,murder,1/1/2021,0
Johor,Batu Pahat,assault,murder,1/1/2022,3
Johor,Batu Pahat,assault,murder,1/1/2023,4
Johor,Batu Pahat,assault,rape,1/1/2016,29
Johor,Batu Pahat,assault,rape,1/1/2017,23
Johor,Batu Pahat,assault,rape,1/1/2018,13
Johor,Batu Pahat,assault,rape,1/1/2019,29
Johor,Batu Pahat,assault,rape,1/1/2020,16
Johor,Batu Pahat,assault,rape,1/1/2021,18
Johor,Batu Pahat,assault,rape,1/1/2022,13
Johor,Batu Pahat,assault,rape,1/1/2023,19
Johor,Batu Pahat,assault,robbery_gang_armed,1/1/2016,1
Johor,Batu Pahat,assault,robbery_gang_armed,1/1/2017,0
Johor,Batu Pahat,assault,robbery_gang_armed,1/1/2018,0
Johor,Batu Pahat,assault,robbery_gang_armed,1/1/2019,0
Johor,Batu Pahat,assault,robbery_gang_armed,1/1/2020,0
Johor,Batu Pahat,assault,robbery_gang_armed,1/1/2021,0
Johor,Batu Pahat,assault,robbery_gang_armed,1/1/2022,0
Johor,Batu Pahat,assault,robbery_gang_armed,1/1/2023,0
Johor,Batu Pahat,assault,robbery_gang_unarmed,1/1/2016,56
Johor,Batu Pahat,assault,robbery_gang_unarmed,1/1/2017,47
Johor,Batu Pahat,assault,robbery_gang_unarmed,1/1/2018,33
Johor,Batu Pahat,assault,robbery_gang_unarmed,1/1/2019,37
Johor,Batu Pahat,assault,robbery_gang_unarmed,1/1/2020,32
Johor,Batu Pahat,assault,robbery_gang_unarmed,1/1/2021,9
Johor,Batu Pahat,assault,robbery_gang_unarmed,1/1/2022,5
Johor,Batu Pahat,assault,robbery_gang_unarmed,1/1/2023,16
Johor,Batu Pahat,assault,robbery_solo_armed,1/1/2016,1
Johor,Batu Pahat,assault,robbery_solo_armed,1/1/2017,0
Johor,Batu Pahat,assault,robbery_solo_armed,1/1/2018,0
Johor,Batu Pahat,assault,robbery_solo_armed,1/1/2019,0
Johor,Batu Pahat,assault,robbery_solo_armed,1/1/2020,0
Johor,Batu Pahat,assault,robbery_solo_armed,1/1/2021,0
Johor,Batu Pahat,assault,robbery_solo_armed,1/1/2022,0
Johor,Batu Pahat,assault,robbery_solo_armed,1/1/2023,0
Johor,Batu Pahat,assault,robbery_solo_unarmed,1/1/2016,28
Johor,Batu Pahat,assault,robbery_solo_unarmed,1/1/2017,12
Johor,Batu Pahat,assault,robbery_solo_unarmed,1/1/2018,27
Johor,Batu Pahat,assault,robbery_solo_unarmed,1/1/2019,29
Johor,Batu Pahat,assault,robbery_solo_unarmed,1/1/2020,33
Johor,Batu Pahat,assault,robbery_solo_unarmed,1/1/2021,11
Johor,Batu Pahat,assault,robbery_solo_unarmed,1/1/2022,12
Johor,Batu Pahat,assault,robbery_solo_unarmed,1/1/2023,27
Johor,Batu Pahat,property,all,1/1/2016,621
Johor,Batu Pahat,property,all,1/1/2017,558
Johor,Batu Pahat,property,all,1/1/2018,584
Johor,Batu Pahat,property,all,1/1/2019,524
Johor,Batu Pahat,property,all,1/1/2020,415
Johor,Batu Pahat,property,all,1/1/2021,200
Johor,Batu Pahat,property,all,1/1/2022,262
Johor,Batu Pahat,property,all,1/1/2023,285
Johor,Batu Pahat,property,break_in,1/1/2016,115
Johor,Batu Pahat,property,break_in,1/1/2017,90
Johor,Batu Pahat,property,break_in,1/1/2018,158
Johor,Batu Pahat,property,break_in,1/1/2019,157
Johor,Batu Pahat,property,break_in,1/1/2020,122
Johor,Batu Pahat,property,break_in,1/1/2021,55
Johor,Batu Pahat,property,break_in,1/1/2022,80
Johor,Batu Pahat,property,break_in,1/1/2023,87
Johor,Batu Pahat,property,theft_other,1/1/2016,192
Johor,Batu Pahat,property,theft_other,1/1/2017,119
Johor,Batu Pahat,property,theft_other,1/1/2018,140
Johor,Batu Pahat,property,theft_other,1/1/2019,127
Johor,Batu Pahat,property,theft_other,1/1/2020,122
Johor,Batu Pahat,property,theft_other,1/1/2021,72
Johor,Batu Pahat,property,theft_other,1/1/2022,83
Johor,Batu Pahat,property,theft_other,1/1/2023,109
Johor,Batu Pahat,property,theft_vehicle_lorry,1/1/2016,16
Johor,Batu Pahat,property,theft_vehicle_lorry,1/1/2017,10
Johor,Batu Pahat,property,theft_vehicle_lorry,1/1/2018,15
Johor,Batu Pahat,property,theft_vehicle_lorry,1/1/2019,4
Johor,Batu Pahat,property,theft_vehicle_lorry,1/1/2020,12
Johor,Batu Pahat,property,theft_vehicle_lorry,1/1/2021,2
Johor,Batu Pahat,property,theft_vehicle_lorry,1/1/2022,7
Johor,Batu Pahat,property,theft_vehicle_lorry,1/1/2023,8
Johor,Batu Pahat,property,theft_vehicle_motorcar,1/1/2016,41
Johor,Batu Pahat,property,theft_vehicle_motorcar,1/1/2017,52
Johor,Batu Pahat,property,theft_vehicle_motorcar,1/1/2018,46
Johor,Batu Pahat,property,theft_vehicle_motorcar,1/1/2019,28
Johor,Batu Pahat,property,theft_vehicle_motorcar,1/1/2020,38
Johor,Batu Pahat,property,theft_vehicle_motorcar,1/1/2021,12
Johor,Batu Pahat,property,theft_vehicle_motorcar,1/1/2022,16
Johor,Batu Pahat,property,theft_vehicle_motorcar,1/1/2023,13
Johor,Batu Pahat,property,theft_vehicle_motorcycle,1/1/2016,257
Johor,Batu Pahat,property,theft_vehicle_motorcycle,1/1/2017,287
Johor,Batu Pahat,property,theft_vehicle_motorcycle,1/1/2018,225
Johor,Batu Pahat,property,theft_vehicle_motorcycle,1/1/2019,208
Johor,Batu Pahat,property,theft_vehicle_motorcycle,1/1/2020,121
Johor,Batu Pahat,property,theft_vehicle_motorcycle,1/1/2021,59
Johor,Batu Pahat,property,theft_vehicle_motorcycle,1/1/2022,76
Johor,Batu Pahat,property,theft_vehicle_motorcycle,1/1/2023,68
Johor,Iskandar Puteri,assault,all,1/1/2016,0
Johor,Iskandar Puteri,assault,all,1/1/2017,195
Johor,Iskandar Puteri,assault,all,1/1/2018,149
Johor,Iskandar Puteri,assault,all,1/1/2019,170
Johor,Iskandar Puteri,assault,all,1/1/2020,96
Johor,Iskandar Puteri,assault,all,1/1/2021,68
Johor,Iskandar Puteri,assault,all,1/1/2022,80
Johor,Iskandar Puteri,assault,all,1/1/2023,123
Johor,Iskandar Puteri,assault,causing_injury,1/1/2016,0
Johor,Iskandar Puteri,assault,causing_injury,1/1/2017,54
Johor,Iskandar Puteri,assault,causing_injury,1/1/2018,61
Johor,Iskandar Puteri,assault,causing_injury,1/1/2019,46
Johor,Iskandar Puteri,assault,causing_injury,1/1/2020,23
Johor,Iskandar Puteri,assault,causing_injury,1/1/2021,20
Johor,Iskandar Puteri,assault,causing_injury,1/1/2022,30
Johor,Iskandar Puteri,assault,causing_injury,1/1/2023,45
Johor,Iskandar Puteri,assault,murder,1/1/2016,0
Johor,Iskandar Puteri,assault,murder,1/1/2017,4
Johor,Iskandar Puteri,assault,murder,1/1/2018,4
Johor,Iskandar Puteri,assault,murder,1/1/2019,4
Johor,Iskandar Puteri,assault,murder,1/1/2020,3
Johor,Iskandar Puteri,assault,murder,1/1/2021,2
Johor,Iskandar Puteri,assault,murder,1/1/2022,3
Johor,Iskandar Puteri,assault,murder,1/1/2023,0
Johor,Iskandar Puteri,assault,rape,1/1/2016,0
Johor,Iskandar Puteri,assault,rape,1/1/2017,9
Johor,Iskandar Puteri,assault,rape,1/1/2018,13
Johor,Iskandar Puteri,assault,rape,1/1/2019,16
Johor,Iskandar Puteri,assault,rape,1/1/2020,9
Johor,Iskandar Puteri,assault,rape,1/1/2021,4
Johor,Iskandar Puteri,assault,rape,1/1/2022,9
Johor,Iskandar Puteri,assault,rape,1/1/2023,7
Johor,Iskandar Puteri,assault,robbery_gang_armed,1/1/2016,0
Johor,Iskandar Puteri,assault,robbery_gang_armed,1/1/2017,0
Johor,Iskandar Puteri,assault,robbery_gang_armed,1/1/2018,0
Johor,Iskandar Puteri,assault,robbery_gang_armed,1/1/2019,0
Johor,Iskandar Puteri,assault,robbery_gang_armed,1/1/2020,0
Johor,Iskandar Puteri,assault,robbery_gang_armed,1/1/2021,1
Johor,Iskandar Puteri,assault,robbery_gang_armed,1/1/2022,0
Johor,Iskandar Puteri,assault,robbery_gang_armed,1/1/2023,0
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,1/1/2016,0
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,1/1/2017,102
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,1/1/2018,53
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,1/1/2019,74
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,1/1/2020,17
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,1/1/2021,31
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,1/1/2022,21
Johor,Iskandar Puteri,assault,robbery_gang_unarmed,1/1/2023,52
Johor,Iskandar Puteri,assault,robbery_solo_armed,1/1/2016,0
Johor,Iskandar Puteri,assault,robbery_solo_armed,1/1/2017,0
Johor,Iskandar Puteri,assault,robbery_solo_armed,1/1/2018,0
Johor,Iskandar Puteri,assault,robbery_solo_armed,1/1/2019,0
Johor,Iskandar Puteri,assault,robbery_solo_armed,1/1/2020,0
Johor,Iskandar Puteri,assault,robbery_solo_armed,1/1/2021,0
Johor,Iskandar Puteri,assault,robbery_solo_armed,1/1/2022,0
Johor,Iskandar Puteri,assault,robbery_solo_armed,1/1/2023,0
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,1/1/2016,0
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,1/1/2017,26
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,1/1/2018,18
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,1/1/2019,30
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,1/1/2020,44
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,1/1/2021,10
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,1/1/2022,17
Johor,Iskandar Puteri,assault,robbery_solo_unarmed,1/1/2023,19
Johor,Iskandar Puteri,property,all,1/1/2016,0
Johor,Iskandar Puteri,property,all,1/1/2017,727
Johor,Iskandar Puteri,property,all,1/1/2018,784
Johor,Iskandar Puteri,property,all,1/1/2019,784
Johor,Iskandar Puteri,property,all,1/1/2020,538
Johor,Iskandar Puteri,property,all,1/1/2021,332
Johor,Iskandar Puteri,property,all,1/1/2022,356
Johor,Iskandar Puteri,property,all,1/1/2023,448
Johor,Iskandar Puteri,property,break_in,1/1/2016,0
Johor,Iskandar Puteri,property,break_in,1/1/2017,92
Johor,Iskandar Puteri,property,break_in,1/1/2018,47
Johor,Iskandar Puteri,property,break_in,1/1/2019,76
Johor,Iskandar Puteri,property,break_in,1/1/2020,77
Johor,Iskandar Puteri,property,break_in,1/1/2021,68
Johor,Iskandar Puteri,property,break_in,1/1/2022,77
Johor,Iskandar Puteri,property,break_in,1/1/2023,103
Johor,Iskandar Puteri,property,theft_other,1/1/2016,0
Johor,Iskandar Puteri,property,theft_other,1/1/2017,151
Johor,Iskandar Puteri,property,theft_other,1/1/2018,176
Johor,Iskandar Puteri,property,theft_other,1/1/2019,228
Johor,Iskandar Puteri,property,theft_other,1/1/2020,156
Johor,Iskandar Puteri,property,theft_other,1/1/2021,114
Johor,Iskandar Puteri,property,theft_other,1/1/2022,125
Johor,Iskandar Puteri,property,theft_other,1/1/2023,205
Johor,Iskandar Puteri,property,theft_vehicle_lorry,1/1/2016,0
Johor,Iskandar Puteri,property,theft_vehicle_lorry,1/1/2017,17
Johor,Iskandar Puteri,property,theft_vehicle_lorry,1/1/2018,20
Johor,Iskandar Puteri,property,theft_vehicle_lorry,1/1/2019,36
Johor,Iskandar Puteri,property,theft_vehicle_lorry,1/1/2020,11
Johor,Iskandar Puteri,property,theft_vehicle_lorry,1/1/2021,6
Johor,Iskandar Puteri,property,theft_vehicle_lorry,1/1/2022,5
Johor,Iskandar Puteri,property,theft_vehicle_lorry,1/1/2023,7
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,1/1/2016,0
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,1/1/2017,130
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,1/1/2018,138
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,1/1/2019,131
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,1/1/2020,122
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,1/1/2021,56
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,1/1/2022,54
Johor,Iskandar Puteri,property,theft_vehicle_motorcar,1/1/2023,44
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,1/1/2016,0
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,1/1/2017,337
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,1/1/2018,403
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,1/1/2019,313
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,1/1/2020,172
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,1/1/2021,88
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,1/1/2022,95
Johor,Iskandar Puteri,property,theft_vehicle_motorcycle,1/1/2023,89
Johor,Johor Bahru Selatan,assault,all,1/1/2016,977
Johor,Johor Bahru Selatan,assault,all,1/1/2017,956
Johor,Johor Bahru Selatan,assault,all,1/1/2018,474
Johor,Johor Bahru Selatan,assault,all,1/1/2019,429
Johor,Johor Bahru Selatan,assault,all,1/1/2020,226
Johor,Johor Bahru Selatan,assault,all,1/1/2021,150
Johor,Johor Bahru Selatan,assault,all,1/1/2022,213
Johor,Johor Bahru Selatan,assault,all,1/1/2023,252
Johor,Johor Bahru Selatan,assault,causing_injury,1/1/2016,200
Johor,Johor Bahru Selatan,assault,causing_injury,1/1/2017,170
Johor,Johor Bahru Selatan,assault,causing_injury,1/1/2018,115
Johor,Johor Bahru Selatan,assault,causing_injury,1/1/2019,126
Johor,Johor Bahru Selatan,assault,causing_injury,1/1/2020,67
Johor,Johor Bahru Selatan,assault,causing_injury,1/1/2021,62
Johor,Johor Bahru Selatan,assault,causing_injury,1/1/2022,45
Johor,Johor Bahru Selatan,assault,causing_injury,1/1/2023,46
Johor,Johor Bahru Selatan,assault,murder,1/1/2016,15
Johor,Johor Bahru Selatan,assault,murder,1/1/2017,23
Johor,Johor Bahru Selatan,assault,murder,1/1/2018,9
Johor,Johor Bahru Selatan,assault,murder,1/1/2019,10
Johor,Johor Bahru Selatan,assault,murder,1/1/2020,4
Johor,Johor Bahru Selatan,assault,murder,1/1/2021,5
Johor,Johor Bahru Selatan,assault,murder,1/1/2022,7
