series,date,state,sector,value
abs,1/1/2019,Sarawak,GDP at purchasers' prices,136759.184
abs,1/1/2019,Sarawak,Agriculture,16578.352
abs,1/1/2019,Sarawak,Mining and quarrying,30012.841
abs,1/1/2019,Sarawak,Manufacturing,36612.585
abs,1/1/2019,Sarawak,Construction,4476.115
abs,1/1/2019,Sarawak,Services,48761.022
abs,1/1/2019,Sarawak,(plus) Import dutie,318.269
abs,1/1/2019,Selangor,GDP at purchasers' prices,345008.461
abs,1/1/2019,Selangor,Agriculture,4708.902
abs,1/1/2019,Selangor,Mining and quarrying,859.075
abs,1/1/2019,Selangor,Manufacturing,95941.82
abs,1/1/2019,Selangor,Construction,20663.954
abs,1/1/2019,Selangor,Services,214347.881
abs,1/1/2019,Selangor,(plus) Import dutie,8486.83
abs,1/1/2019,Terengganu,GDP at purchasers' prices,36000.52
abs,1/1/2019,Terengganu,Agriculture,3016.084
abs,1/1/2019,Terengganu,Mining and quarrying,200.918
abs,1/1/2019,Terengganu,Manufacturing,13093.274
abs,1/1/2019,Terengganu,Construction,1165.429
abs,1/1/2019,Terengganu,Services,18508.873
abs,1/1/2019,Terengganu,(plus) Import dutie,15.941
abs,1/1/2019,W.P. Kuala Lumpur,GDP at purchasers' prices,233793.693
abs,1/1/2019,W.P. Kuala Lumpur,Agriculture,0
abs,1/1/2019,W.P. Kuala Lumpur,Mining and quarrying,152.637
abs,1/1/2019,W.P. Kuala Lumpur,Manufacturing,6119.096
abs,1/1/2019,W.P. Kuala Lumpur,Construction,18469.697
abs,1/1/2019,W.P. Kuala Lumpur,Services,205330.858
abs,1/1/2019,W.P. Kuala Lumpur,(plus) Import dutie,3719.753
abs,1/1/2019,W.P. Labuan,GDP at purchasers' prices,7623.268
abs,1/1/2019,W.P. Labuan,Agriculture,133.251
abs,1/1/2019,W.P. Labuan,Mining and quarrying,0
abs,1/1/2019,W.P. Labuan,Manufacturing,1383.647
abs,1/1/2019,W.P. Labuan,Construction,177.184
abs,1/1/2019,W.P. Labuan,Services,5897.621
abs,1/1/2019,W.P. Labuan,(plus) Import dutie,31.566
abs,1/1/2020,Johor,GDP at purchasers' prices,128073.564
abs,1/1/2020,Johor,Agriculture,16856.55
abs,1/1/2020,Johor,Mining and quarrying,657.515
abs,1/1/2020,Johor,Manufacturing,38650.689
abs,1/1/2020,Johor,Construction,4175.525
abs,1/1/2020,Johor,Services,66406.166
abs,1/1/2020,Johor,(plus) Import dutie,1327.119
abs,1/1/2020,Kedah,GDP at purchasers' prices,46042.458
abs,1/1/2020,Kedah,Agriculture,5517.843
abs,1/1/2020,Kedah,Mining and quarrying,111.892
abs,1/1/2020,Kedah,Manufacturing,13618.773
abs,1/1/2020,Kedah,Construction,1112.621
abs,1/1/2020,Kedah,Services,25433.746
abs,1/1/2020,Kedah,(plus) Import dutie,247.582
abs,1/1/2020,Kelantan,GDP at purchasers' prices,25187.708
abs,1/1/2020,Kelantan,Agriculture,5817.503
abs,1/1/2020,Kelantan,Mining and quarrying,341.892
abs,1/1/2020,Kelantan,Manufacturing,1234.011
abs,1/1/2020,Kelantan,Construction,396.456
abs,1/1/2020,Kelantan,Services,17374.192
abs,1/1/2020,Kelantan,(plus) Import dutie,23.653
abs,1/1/2020,Melaka,GDP at purchasers' prices,41030.449
abs,1/1/2020,Melaka,Agriculture,4583.532
abs,1/1/2020,Melaka,Mining and quarrying,59.283
abs,1/1/2020,Melaka,Manufacturing,15322.431
abs,1/1/2020,Melaka,Construction,991.943
abs,1/1/2020,Melaka,Services,19969.693
abs,1/1/2020,Melaka,(plus) Import dutie,103.567
abs,1/1/2020,Negeri Sembilan,GDP at purchasers' prices,46336.101
abs,1/1/2020,Negeri Sembilan,Agriculture,3318.702
abs,1/1/2020,Negeri Sembilan,Mining and quarrying,199.668
abs,1/1/2020,Negeri Sembilan,Manufacturing,16760.978
abs,1/1/2020,Negeri Sembilan,Construction,1370.22
abs,1/1/2020,Negeri Sembilan,Services,23822.068
abs,1/1/2020,Negeri Sembilan,(plus) Import dutie,864.466
abs,1/1/2020,Pahang,GDP at purchasers' prices,54885.462
abs,1/1/2020,Pahang,Agriculture,13001.464
abs,1/1/2020,Pahang,Mining and quarrying,613.576
abs,1/1/2020,Pahang,Manufacturing,12246.086
abs,1/1/2020,Pahang,Construction,1351.98
abs,1/1/2020,Pahang,Services,27597.184
abs,1/1/2020,Pahang,(plus) Import dutie,75.173
abs,1/1/2020,Perak,GDP at purchasers' prices,74263.987
abs,1/1/2020,Perak,Agriculture,11430.364
abs,1/1/2020,Perak,Mining and quarrying,432.138
abs,1/1/2020,Perak,Manufacturing,14155.88
abs,1/1/2020,Perak,Construction,2057.417
abs,1/1/2020,Perak,Services,46136.819
abs,1/1/2020,Perak,(plus) Import dutie,51.37
abs,1/1/2020,Perlis,GDP at purchasers' prices,5785.067
abs,1/1/2020,Perlis,Agriculture,1087.742
abs,1/1/2020,Perlis,Mining and quarrying,30.067
abs,1/1/2020,Perlis,Manufacturing,443.996
abs,1/1/2020,Perlis,Construction,150.603
abs,1/1/2020,Perlis,Services,4032.247
abs,1/1/2020,Perlis,(plus) Import dutie,40.41
abs,1/1/2020,Pulau Pinang,GDP at purchasers' prices,92690.682
abs,1/1/2020,Pulau Pinang,Agriculture,2048.85
abs,1/1/2020,Pulau Pinang,Mining and quarrying,139.141
abs,1/1/2020,Pulau Pinang,Manufacturing,41626.57
abs,1/1/2020,Pulau Pinang,Construction,2234.118
abs,1/1/2020,Pulau Pinang,Services,45978.568
abs,1/1/2020,Pulau Pinang,(plus) Import dutie,663.435
abs,1/1/2020,Sabah,GDP at purchasers' prices,77840.052
abs,1/1/2020,Sabah,Agriculture,12798.329
abs,1/1/2020,Sabah,Mining and quarrying,19935.969
abs,1/1/2020,Sabah,Manufacturing,6042.344
abs,1/1/2020,Sabah,Construction,2196.533
abs,1/1/2020,Sabah,Services,36597.415
abs,1/1/2020,Sabah,(plus) Import dutie,269.462
abs,1/1/2020,Sarawak,GDP at purchasers' prices,127556.288
abs,1/1/2020,Sarawak,Agriculture,14907.463
abs,1/1/2020,Sarawak,Mining and quarrying,28591.412
abs,1/1/2020,Sarawak,Manufacturing,33427.691
abs,1/1/2020,Sarawak,Construction,4081.745
abs,1/1/2020,Sarawak,Services,46160.302
abs,1/1/2020,Sarawak,(plus) Import dutie,387.676
abs,1/1/2020,Selangor,GDP at purchasers' prices,326805.3
abs,1/1/2020,Selangor,Agriculture,4721.221
abs,1/1/2020,Selangor,Mining and quarrying,755.167
abs,1/1/2020,Selangor,Manufacturing,95113.627
abs,1/1/2020,Selangor,Construction,18664.936
abs,1/1/2020,Selangor,Services,200127.437
abs,1/1/2020,Selangor,(plus) Import dutie,7422.912
abs,1/1/2020,Terengganu,GDP at purchasers' prices,33994.032
abs,1/1/2020,Terengganu,Agriculture,2902.817
abs,1/1/2020,Terengganu,Mining and quarrying,175.891
abs,1/1/2020,Terengganu,Manufacturing,11861.58
abs,1/1/2020,Terengganu,Construction,1080.445
abs,1/1/2020,Terengganu,Services,17942.611
abs,1/1/2020,Terengganu,(plus) Import dutie,30.687
abs,1/1/2020,W.P. Kuala Lumpur,GDP at purchasers' prices,217447.043
abs,1/1/2020,W.P. Kuala Lumpur,Agriculture,0
abs,1/1/2020,W.P. Kuala Lumpur,Mining and quarrying,138.272
abs,1/1/2020,W.P. Kuala Lumpur,Manufacturing,5733.447
abs,1/1/2020,W.P. Kuala Lumpur,Construction,13589.06
abs,1/1/2020,W.P. Kuala Lumpur,Services,194204.167
abs,1/1/2020,W.P. Kuala Lumpur,(plus) Import dutie,3780.403
abs,1/1/2020,W.P. Labuan,GDP at purchasers' prices,7613.361
abs,1/1/2020,W.P. Labuan,Agriculture,115.129
abs,1/1/2020,W.P. Labuan,Mining and quarrying,0
abs,1/1/2020,W.P. Labuan,Manufacturing,1367.505
abs,1/1/2020,W.P. Labuan,Construction,162.59
abs,1/1/2020,W.P. Labuan,Services,5910.296
abs,1/1/2020,W.P. Labuan,(plus) Import dutie,57.841
abs,1/1/2021,Johor,GDP at purchasers' prices,131242.981
abs,1/1/2021,Johor,Agriculture,16882.569
abs,1/1/2021,Johor,Mining and quarrying,586.874
abs,1/1/2021,Johor,Manufacturing,40726.902
abs,1/1/2021,Johor,Construction,3417.687
abs,1/1/2021,Johor,Services,68360.034
abs,1/1/2021,Johor,(plus) Import dutie,1268.915
abs,1/1/2021,Kedah,GDP at purchasers' prices,47505.068
abs,1/1/2021,Kedah,Agriculture,5668.731
abs,1/1/2021,Kedah,Mining and quarrying,103.154
abs,1/1/2021,Kedah,Manufacturing,14465.165
abs,1/1/2021,Kedah,Construction,1018.949
abs,1/1/2021,Kedah,Services,25925.347
abs,1/1/2021,Kedah,(plus) Import dutie,323.722
abs,1/1/2021,Kelantan,GDP at purchasers' prices,25781.895
abs,1/1/2021,Kelantan,Agriculture,5869.39
abs,1/1/2021,Kelantan,Mining and quarrying,352.629
abs,1/1/2021,Kelantan,Manufacturing,1259.726
abs,1/1/2021,Kelantan,Construction,400.86
abs,1/1/2021,Kelantan,Services,17866.211
abs,1/1/2021,Kelantan,(plus) Import dutie,33.078
abs,1/1/2021,Melaka,GDP at purchasers' prices,41871.632
abs,1/1/2021,Melaka,Agriculture,4517.274
abs,1/1/2021,Melaka,Mining and quarrying,55.351
abs,1/1/2021,Melaka,Manufacturing,15835.427
abs,1/1/2021,Melaka,Construction,896.499
abs,1/1/2021,Melaka,Services,20508.12
abs,1/1/2021,Melaka,(plus) Import dutie,58.961
abs,1/1/2021,Negeri Sembilan,GDP at purchasers' prices,47787.092
abs,1/1/2021,Negeri Sembilan,Agriculture,3303.506
abs,1/1/2021,Negeri Sembilan,Mining and quarrying,186.343
abs,1/1/2021,Negeri Sembilan,Manufacturing,17962.246
abs,1/1/2021,Negeri Sembilan,Construction,1365.234
abs,1/1/2021,Negeri Sembilan,Services,24359.904
abs,1/1/2021,Negeri Sembilan,(plus) Import dutie,609.859
abs,1/1/2021,Pahang,GDP at purchasers' prices,55440.104
abs,1/1/2021,Pahang,Agriculture,13005.688
abs,1/1/2021,Pahang,Mining and quarrying,507.224
abs,1/1/2021,Pahang,Manufacturing,12990.245
abs,1/1/2021,Pahang,Construction,1600.807
abs,1/1/2021,Pahang,Services,27285.399
abs,1/1/2021,Pahang,(plus) Import dutie,50.74
abs,1/1/2021,Perak,GDP at purchasers' prices,76900.997
abs,1/1/2021,Perak,Agriculture,11768.73
abs,1/1/2021,Perak,Mining and quarrying,401.822
abs,1/1/2021,Perak,Manufacturing,15453.346
abs,1/1/2021,Perak,Construction,1919.248
abs,1/1/2021,Perak,Services,47322.899
abs,1/1/2021,Perak,(plus) Import dutie,34.953
abs,1/1/2021,Perlis,GDP at purchasers' prices,5866.65
abs,1/1/2021,Perlis,Agriculture,1023.525
abs,1/1/2021,Perlis,Mining and quarrying,28.553
abs,1/1/2021,Perlis,Manufacturing,467.888
abs,1/1/2021,Perlis,Construction,150.799
abs,1/1/2021,Perlis,Services,4119.515
abs,1/1/2021,Perlis,(plus) Import dutie,76.371
abs,1/1/2021,Pulau Pinang,GDP at purchasers' prices,99123.944
abs,1/1/2021,Pulau Pinang,Agriculture,1999.831
abs,1/1/2021,Pulau Pinang,Mining and quarrying,129.979
abs,1/1/2021,Pulau Pinang,Manufacturing,46768.162
abs,1/1/2021,Pulau Pinang,Construction,2521.324
abs,1/1/2021,Pulau Pinang,Services,47079.905
abs,1/1/2021,Pulau Pinang,(plus) Import dutie,624.743
abs,1/1/2021,Sabah,GDP at purchasers' prices,79000.069
abs,1/1/2021,Sabah,Agriculture,12517.988
abs,1/1/2021,Sabah,Mining and quarrying,20574.499
abs,1/1/2021,Sabah,Manufacturing,5931.064
abs,1/1/2021,Sabah,Construction,2368.222
abs,1/1/2021,Sabah,Services,37368.739
abs,1/1/2021,Sabah,(plus) Import dutie,239.556
abs,1/1/2021,Sarawak,GDP at purchasers' prices,131593.878
abs,1/1/2021,Sarawak,Agriculture,14465.913
abs,1/1/2021,Sarawak,Mining and quarrying,27875.384
abs,1/1/2021,Sarawak,Manufacturing,37092.353
abs,1/1/2021,Sarawak,Construction,4490.408
abs,1/1/2021,Sarawak,Services,47314.523
abs,1/1/2021,Sarawak,(plus) Import dutie,355.297
abs,1/1/2021,Selangor,GDP at purchasers' prices,344102.741
abs,1/1/2021,Selangor,Agriculture,4950.204
abs,1/1/2021,Selangor,Mining and quarrying,707.8
abs,1/1/2021,Selangor,Manufacturing,107456.098
abs,1/1/2021,Selangor,Construction,17473.8
abs,1/1/2021,Selangor,Services,205429.698
abs,1/1/2021,Selangor,(plus) Import dutie,8085.14
abs,1/1/2021,Terengganu,GDP at purchasers' prices,35235.898
abs,1/1/2021,Terengganu,Agriculture,2751.573
abs,1/1/2021,Terengganu,Mining and quarrying,177.668
abs,1/1/2021,Terengganu,Manufacturing,12984.114
abs,1/1/2021,Terengganu,Construction,1105.7
abs,1/1/2021,Terengganu,Services,18200.843
abs,1/1/2021,Terengganu,(plus) Import dutie,15.999
abs,1/1/2021,W.P. Kuala Lumpur,GDP at purchasers' prices,219883.721
abs,1/1/2021,W.P. Kuala Lumpur,Agriculture,0
abs,1/1/2021,W.P. Kuala Lumpur,Mining and quarrying,134.235
abs,1/1/2021,W.P. Kuala Lumpur,Manufacturing,5977.909
abs,1/1/2021,W.P. Kuala Lumpur,Construction,11966.1
abs,1/1/2021,W.P. Kuala Lumpur,Services,197978.504
abs,1/1/2021,W.P. Kuala Lumpur,(plus) Import dutie,3825.288
abs,1/1/2021,W.P. Labuan,GDP at purchasers' prices,7649.669
abs,1/1/2021,W.P. Labuan,Agriculture,116.628
abs,1/1/2021,W.P. Labuan,Mining and quarrying,0
abs,1/1/2021,W.P. Labuan,Manufacturing,1353.715
abs,1/1/2021,W.P. Labuan,Construction,143.3
abs,1/1/2021,W.P. Labuan,Services,5996.655
abs,1/1/2021,W.P. Labuan,(plus) Import dutie,39.372
abs,1/1/2022,Johor,GDP at purchasers' prices,142369.692
abs,1/1/2022,Johor,Agriculture,17402.664
abs,1/1/2022,Johor,Mining and quarrying,648.636
abs,1/1/2022,Johor,Manufacturing,42948.216
abs,1/1/2022,Johor,Construction,3962.15
abs,1/1/2022,Johor,Services,75875.363
abs,1/1/2022,Johor,(plus) Import dutie,1532.664
abs,1/1/2022,Kedah,GDP at purchasers' prices,50982.123
abs,1/1/2022,Kedah,Agriculture,5687.965
abs,1/1/2022,Kedah,Mining and quarrying,114.256
abs,1/1/2022,Kedah,Manufacturing,15633.475
abs,1/1/2022,Kedah,Construction,1205.493
abs,1/1/2022,Kedah,Services,27992.38
abs,1/1/2022,Kedah,(plus) Import dutie,348.554
abs,1/1/2022,Kelantan,GDP at purchasers' prices,26934.566
abs,1/1/2022,Kelantan,Agriculture,5640.233
abs,1/1/2022,Kelantan,Mining and quarrying,392.951
abs,1/1/2022,Kelantan,Manufacturing,1298.632
abs,1/1/2022,Kelantan,Construction,479.777
abs,1/1/2022,Kelantan,Services,19077.743
abs,1/1/2022,Kelantan,(plus) Import dutie,45.229
abs,1/1/2022,Melaka,GDP at purchasers' prices,45579.035
abs,1/1/2022,Melaka,Agriculture,4544.829
abs,1/1/2022,Melaka,Mining and quarrying,61.137
abs,1/1/2022,Melaka,Manufacturing,16904.765
abs,1/1/2022,Melaka,Construction,942.579
abs,1/1/2022,Melaka,Services,23058.978
abs,1/1/2022,Melaka,(plus) Import dutie,66.747
abs,1/1/2022,Negeri Sembilan,GDP at purchasers' prices,50939.264
abs,1/1/2022,Negeri Sembilan,Agriculture,3321.034
abs,1/1/2022,Negeri Sembilan,Mining and quarrying,206.612
abs,1/1/2022,Negeri Sembilan,Manufacturing,19394.015
abs,1/1/2022,Negeri Sembilan,Construction,1444.138
abs,1/1/2022,Negeri Sembilan,Services,26255.402
abs,1/1/2022,Negeri Sembilan,(plus) Import dutie,318.062
abs,1/1/2022,Pahang,GDP at purchasers' prices,61746.204
abs,1/1/2022,Pahang,Agriculture,13887.161
abs,1/1/2022,Pahang,Mining and quarrying,571.949
abs,1/1/2022,Pahang,Manufacturing,13745.04
abs,1/1/2022,Pahang,Construction,1584.062
abs,1/1/2022,Pahang,Services,31906.849
abs,1/1/2022,Pahang,(plus) Import dutie,51.142
abs,1/1/2022,Perak,GDP at purchasers' prices,80426.886
abs,1/1/2022,Perak,Agriculture,11466.447
abs,1/1/2022,Perak,Mining and quarrying,449.423
abs,1/1/2022,Perak,Manufacturing,15606.298
abs,1/1/2022,Perak,Construction,2036.458
abs,1/1/2022,Perak,Services,50816.522
abs,1/1/2022,Perak,(plus) Import dutie,51.737
abs,1/1/2022,Perlis,GDP at purchasers' prices,6209.957
abs,1/1/2022,Perlis,Agriculture,1058.373
abs,1/1/2022,Perlis,Mining and quarrying,31.391
abs,1/1/2022,Perlis,Manufacturing,489.059
abs,1/1/2022,Perlis,Construction,152.461
abs,1/1/2022,Perlis,Services,4350.08
abs,1/1/2022,Perlis,(plus) Import dutie,128.592
abs,1/1/2022,Pulau Pinang,GDP at purchasers' prices,112281.052
abs,1/1/2022,Pulau Pinang,Agriculture,2094.675
abs,1/1/2022,Pulau Pinang,Mining and quarrying,143.903
abs,1/1/2022,Pulau Pinang,Manufacturing,54187.835
abs,1/1/2022,Pulau Pinang,Construction,2721.224
abs,1/1/2022,Pulau Pinang,Services,52490.218
abs,1/1/2022,Pulau Pinang,(plus) Import dutie,643.197
abs,1/1/2022,Sabah,GDP at purchasers' prices,82106.428
abs,1/1/2022,Sabah,Agriculture,12543.031
abs,1/1/2022,Sabah,Mining and quarrying,20454.838
abs,1/1/2022,Sabah,Manufacturing,5780.032
abs,1/1/2022,Sabah,Construction,2514.425
abs,1/1/2022,Sabah,Services,40544.43
abs,1/1/2022,Sabah,(plus) Import dutie,269.672
abs,1/1/2022,Sarawak,GDP at purchasers' prices,140698.831
abs,1/1/2022,Sarawak,Agriculture,14727.061
abs,1/1/2022,Sarawak,Mining and quarrying,29911.17
abs,1/1/2022,Sarawak,Manufacturing,39229.048
abs,1/1/2022,Sarawak,Construction,4671.277
abs,1/1/2022,Sarawak,Services,51732.671
abs,1/1/2022,Sarawak,(plus) Import dutie,427.604
abs,1/1/2022,Selangor,GDP at purchasers' prices,385158.798
abs,1/1/2022,Selangor,Agriculture,4925.552
abs,1/1/2022,Selangor,Mining and quarrying,796.664
abs,1/1/2022,Selangor,Manufacturing,117172.055
abs,1/1/2022,Selangor,Construction,18208.686
abs,1/1/2022,Selangor,Services,233372.832
abs,1/1/2022,Selangor,(plus) Import dutie,10683.01
abs,1/1/2022,Terengganu,GDP at purchasers' prices,37353.84
abs,1/1/2022,Terengganu,Agriculture,2659.501
abs,1/1/2022,Terengganu,Mining and quarrying,197.155
abs,1/1/2022,Terengganu,Manufacturing,14061.235
abs,1/1/2022,Terengganu,Construction,1143.569
abs,1/1/2022,Terengganu,Services,19284.074
abs,1/1/2022,Terengganu,(plus) Import dutie,8.308
abs,1/1/2022,W.P. Kuala Lumpur,GDP at purchasers' prices,240517.538
abs,1/1/2022,W.P. Kuala Lumpur,Agriculture,0
abs,1/1/2022,W.P. Kuala Lumpur,Mining and quarrying,147.775
abs,1/1/2022,W.P. Kuala Lumpur,Manufacturing,6297.152
abs,1/1/2022,W.P. Kuala Lumpur,Construction,12212.196
abs,1/1/2022,W.P. Kuala Lumpur,Services,219683.46
abs,1/1/2022,W.P. Kuala Lumpur,(plus) Import dutie,2175.199
abs,1/1/2022,W.P. Labuan,GDP at purchasers' prices,7962.511
abs,1/1/2022,W.P. Labuan,Agriculture,122.137
abs,1/1/2022,W.P. Labuan,Mining and quarrying,0
abs,1/1/2022,W.P. Labuan,Manufacturing,1376.733
abs,1/1/2022,W.P. Labuan,Construction,147.96
abs,1/1/2022,W.P. Labuan,Services,6281.577
abs,1/1/2022,W.P. Labuan,(plus) Import dutie,34.104
abs,1/1/2023,Johor,GDP at purchasers' prices,148710.224
abs,1/1/2023,Johor,Agriculture,17296.531
abs,1/1/2023,Johor,Mining and quarrying,692.38
abs,1/1/2023,Johor,Manufacturing,44165.268
abs,1/1/2023,Johor,Construction,4474.065
abs,1/1/2023,Johor,Services,80384.213
abs,1/1/2023,Johor,(plus) Import dutie,1697.769
abs,1/1/2023,Kedah,GDP at purchasers' prices,51897.111
abs,1/1/2023,Kedah,Agriculture,5506.617
abs,1/1/2023,Kedah,Mining and quarrying,122.028
abs,1/1/2023,Kedah,Manufacturing,15137.514
abs,1/1/2023,Kedah,Construction,1599.896
abs,1/1/2023,Kedah,Services,29228.51
abs,1/1/2023,Kedah,(plus) Import dutie,302.547
abs,1/1/2023,Kelantan,GDP at purchasers' prices,27674.208
abs,1/1/2023,Kelantan,Agriculture,5609.804
abs,1/1/2023,Kelantan,Mining and quarrying,427.947
abs,1/1/2023,Kelantan,Manufacturing,1265.084
abs,1/1/2023,Kelantan,Construction,465.42
abs,1/1/2023,Kelantan,Services,19868.996
abs,1/1/2023,Kelantan,(plus) Import dutie,36.957
abs,1/1/2023,Melaka,GDP at purchasers' prices,46867.46
abs,1/1/2023,Melaka,Agriculture,4707.996
abs,1/1/2023,Melaka,Mining and quarrying,65.287
abs,1/1/2023,Melaka,Manufacturing,16951.271
abs,1/1/2023,Melaka,Construction,1035.003
abs,1/1/2023,Melaka,Services,24042.932
abs,1/1/2023,Melaka,(plus) Import dutie,64.971
abs,1/1/2023,Negeri Sembilan,GDP at purchasers' prices,51927.126
abs,1/1/2023,Negeri Sembilan,Agriculture,3131.734
abs,1/1/2023,Negeri Sembilan,Mining and quarrying,226.273
abs,1/1/2023,Negeri Sembilan,Manufacturing,19627.523
abs,1/1/2023,Negeri Sembilan,Construction,1367.175
abs,1/1/2023,Negeri Sembilan,Services,27476.939
abs,1/1/2023,Negeri Sembilan,(plus) Import dutie,97.482
abs,1/1/2023,Pahang,GDP at purchasers' prices,64995.276
abs,1/1/2023,Pahang,Agriculture,14138.775
abs,1/1/2023,Pahang,Mining and quarrying,628.752
abs,1/1/2023,Pahang,Manufacturing,14038.951
abs,1/1/2023,Pahang,Construction,2270.957
abs,1/1/2023,Pahang,Services,33880.169
abs,1/1/2023,Pahang,(plus) Import dutie,37.671
abs,1/1/2023,Perak,GDP at purchasers' prices,82689.048
abs,1/1/2023,Perak,Agriculture,11706.022
abs,1/1/2023,Perak,Mining and quarrying,494.416
abs,1/1/2023,Perak,Manufacturing,15951.746
abs,1/1/2023,Perak,Construction,2015.742
abs,1/1/2023,Perak,Services,52461.332
abs,1/1/2023,Perak,(plus) Import dutie,59.791
abs,1/1/2023,Perlis,GDP at purchasers' prices,6344.468
abs,1/1/2023,Perlis,Agriculture,1089.838
abs,1/1/2023,Perlis,Mining and quarrying,33.162
abs,1/1/2023,Perlis,Manufacturing,484.303
abs,1/1/2023,Perlis,Construction,154.567
abs,1/1/2023,Perlis,Services,4468.26
abs,1/1/2023,Perlis,(plus) Import dutie,114.338
abs,1/1/2023,Pulau Pinang,GDP at purchasers' prices,115983.459
abs,1/1/2023,Pulau Pinang,Agriculture,2212.746
abs,1/1/2023,Pulau Pinang,Mining and quarrying,153.821
abs,1/1/2023,Pulau Pinang,Manufacturing,53893.41
abs,1/1/2023,Pulau Pinang,Construction,3376.828
abs,1/1/2023,Pulau Pinang,Services,55688.533
abs,1/1/2023,Pulau Pinang,(plus) Import dutie,658.123
abs,1/1/2023,Sabah,GDP at purchasers' prices,83470.946
abs,1/1/2023,Sabah,Agriculture,12653.109
abs,1/1/2023,Sabah,Mining and quarrying,19535.216
abs,1/1/2023,Sabah,Manufacturing,6056.663
abs,1/1/2023,Sabah,Construction,2494.337
abs,1/1/2023,Sabah,Services,42468.832
abs,1/1/2023,Sabah,(plus) Import dutie,262.788
abs,1/1/2023,Sarawak,GDP at purchasers' prices,142760.202
abs,1/1/2023,Sarawak,Agriculture,14982.272
abs,1/1/2023,Sarawak,Mining and quarrying,29867.685
abs,1/1/2023,Sarawak,Manufacturing,37695.875
abs,1/1/2023,Sarawak,Construction,5120.846
abs,1/1/2023,Sarawak,Services,54674.103
abs,1/1/2023,Sarawak,(plus) Import dutie,419.421
abs,1/1/2023,Selangor,GDP at purchasers' prices,406785.848
abs,1/1/2023,Selangor,Agriculture,4581.149
abs,1/1/2023,Selangor,Mining and quarrying,832.691
abs,1/1/2023,Selangor,Manufacturing,119671.227
abs,1/1/2023,Selangor,Construction,19967.739
abs,1/1/2023,Selangor,Services,248370.902
abs,1/1/2023,Selangor,(plus) Import dutie,13362.139
abs,1/1/2023,Terengganu,GDP at purchasers' prices,38235.038
abs,1/1/2023,Terengganu,Agriculture,2829.877
abs,1/1/2023,Terengganu,Mining and quarrying,208.173
abs,1/1/2023,Terengganu,Manufacturing,14083.591
abs,1/1/2023,Terengganu,Construction,1165.791
abs,1/1/2023,Terengganu,Services,19932.884
abs,1/1/2023,Terengganu,(plus) Import dutie,14.723
abs,1/1/2023,W.P. Kuala Lumpur,GDP at purchasers' prices,237185.211
abs,1/1/2023,W.P. Kuala Lumpur,Agriculture,0
abs,1/1/2023,W.P. Kuala Lumpur,Mining and quarrying,153.999
abs,1/1/2023,W.P. Kuala Lumpur,Manufacturing,6409.018
abs,1/1/2023,W.P. Kuala Lumpur,Construction,10511.334
abs,1/1/2023,W.P. Kuala Lumpur,Services,218900.741
abs,1/1/2023,W.P. Kuala Lumpur,(plus) Import dutie,1209.03
abs,1/1/2023,W.P. Labuan,GDP at purchasers' prices,8124.923
abs,1/1/2023,W.P. Labuan,Agriculture,125.683
abs,1/1/2023,W.P. Labuan,Mining and quarrying,0
abs,1/1/2023,W.P. Labuan,Manufacturing,1382.377
abs,1/1/2023,W.P. Labuan,Construction,147.236
abs,1/1/2023,W.P. Labuan,Services,6430.376
abs,1/1/2023,W.P. Labuan,(plus) Import dutie,39.252
abs,1/1/2023,W.P. Putrajaya,GDP at purchasers' prices,13028.169
abs,1/1/2023,W.P. Putrajaya,Agriculture,0
abs,1/1/2023,W.P. Putrajaya,Mining and quarrying,0
abs,1/1/2023,W.P. Putrajaya,Manufacturing,
abs,1/1/2023,W.P. Putrajaya,Construction,449.479
abs,1/1/2023,W.P. Putrajaya,Services,12562.488
abs,1/1/2023,W.P. Putrajaya,(plus) Import dutie,12.857
abs,1/1/2024,Johor,GDP at purchasers' prices,158348.264
abs,1/1/2024,Johor,Agriculture,18201.25
abs,1/1/2024,Johor,Mining and quarrying,776.656
abs,1/1/2024,Johor,Manufacturing,45999.89
abs,1/1/2024,Johor,Construction,6371.025
abs,1/1/2024,Johor,Services,85199.156
abs,1/1/2024,Johor,(plus) Import dutie,1800.287
abs,1/1/2024,Kedah,GDP at purchasers' prices,54101.506
abs,1/1/2024,Kedah,Agriculture,5785.338
abs,1/1/2024,Kedah,Mining and quarrying,119.588
abs,1/1/2024,Kedah,Manufacturing,16134.586
abs,1/1/2024,Kedah,Construction,1413.127
abs,1/1/2024,Kedah,Services,30323.06
abs,1/1/2024,Kedah,(plus) Import dutie,325.807
abs,1/1/2024,Kelantan,GDP at purchasers' prices,28599.018
abs,1/1/2024,Kelantan,Agriculture,5695.467
abs,1/1/2024,Kelantan,Mining and quarrying,468.006
abs,1/1/2024,Kelantan,Manufacturing,1292.543
abs,1/1/2024,Kelantan,Construction,551.634
abs,1/1/2024,Kelantan,Services,20556.027
abs,1/1/2024,Kelantan,(plus) Import dutie,35.341
abs,1/1/2024,Melaka,GDP at purchasers' prices,48844.201
abs,1/1/2024,Melaka,Agriculture,4601.379
abs,1/1/2024,Melaka,Mining and quarrying,70.305
abs,1/1/2024,Melaka,Manufacturing,17588.369
abs,1/1/2024,Melaka,Construction,1323.752
abs,1/1/2024,Melaka,Services,25167.447
abs,1/1/2024,Melaka,(plus) Import dutie,92.95
