series,date,state,sector,value
abs,1/1/2024,Negeri Sembilan,GDP at purchasers' prices,54335.264
abs,1/1/2024,Negeri Sembilan,Agriculture,3397.142
abs,1/1/2024,Negeri Sembilan,Mining and quarrying,216.698
abs,1/1/2024,Negeri Sembilan,Manufacturing,20399.016
abs,1/1/2024,Negeri Sembilan,Construction,1470.145
abs,1/1/2024,Negeri Sembilan,Services,28728.706
abs,1/1/2024,Negeri Sembilan,(plus) Import dutie,123.557
abs,1/1/2024,Pahang,GDP at purchasers' prices,68754.028
abs,1/1/2024,Pahang,Agriculture,15455.559
abs,1/1/2024,Pahang,Mining and quarrying,611.729
abs,1/1/2024,Pahang,Manufacturing,14530.891
abs,1/1/2024,Pahang,Construction,2465.595
abs,1/1/2024,Pahang,Services,35566.798
abs,1/1/2024,Pahang,(plus) Import dutie,123.457
abs,1/1/2024,Perak,GDP at purchasers' prices,86619.938
abs,1/1/2024,Perak,Agriculture,12303.26
abs,1/1/2024,Perak,Mining and quarrying,485.251
abs,1/1/2024,Perak,Manufacturing,16768.684
abs,1/1/2024,Perak,Construction,2247.957
abs,1/1/2024,Perak,Services,54745.018
abs,1/1/2024,Perak,(plus) Import dutie,69.768
abs,1/1/2024,Perlis,GDP at purchasers' prices,6544.734
abs,1/1/2024,Perlis,Agriculture,1119.931
abs,1/1/2024,Perlis,Mining and quarrying,34.344
abs,1/1/2024,Perlis,Manufacturing,490.998
abs,1/1/2024,Perlis,Construction,173.136
abs,1/1/2024,Perlis,Services,4610.469
abs,1/1/2024,Perlis,(plus) Import dutie,115.856
abs,1/1/2024,Pulau Pinang,GDP at purchasers' prices,121437.238
abs,1/1/2024,Pulau Pinang,Agriculture,2201.653
abs,1/1/2024,Pulau Pinang,Mining and quarrying,163.988
abs,1/1/2024,Pulau Pinang,Manufacturing,56062.844
abs,1/1/2024,Pulau Pinang,Construction,3799.2
abs,1/1/2024,Pulau Pinang,Services,58423.412
abs,1/1/2024,Pulau Pinang,(plus) Import dutie,786.141
abs,1/1/2024,Sabah,GDP at purchasers' prices,84506.014
abs,1/1/2024,Sabah,Agriculture,12254.173
abs,1/1/2024,Sabah,Mining and quarrying,18583.957
abs,1/1/2024,Sabah,Manufacturing,6127.957
abs,1/1/2024,Sabah,Construction,3029.546
abs,1/1/2024,Sabah,Services,44232.155
abs,1/1/2024,Sabah,(plus) Import dutie,278.226
abs,1/1/2024,Sarawak,GDP at purchasers' prices,148189.153
abs,1/1/2024,Sarawak,Agriculture,15003.628
abs,1/1/2024,Sarawak,Mining and quarrying,31306.751
abs,1/1/2024,Sarawak,Manufacturing,38189.748
abs,1/1/2024,Sarawak,Construction,5871.244
abs,1/1/2024,Sarawak,Services,57308.557
abs,1/1/2024,Sarawak,(plus) Import dutie,509.226
abs,1/1/2024,Selangor,GDP at purchasers' prices,432929.901
abs,1/1/2024,Selangor,Agriculture,4951.535
abs,1/1/2024,Selangor,Mining and quarrying,939.588
abs,1/1/2024,Selangor,Manufacturing,125784.831
abs,1/1/2024,Selangor,Construction,23132.623
abs,1/1/2024,Selangor,Services,263974.002
abs,1/1/2024,Selangor,(plus) Import dutie,14147.321
abs,1/1/2024,Terengganu,GDP at purchasers' prices,39951.104
abs,1/1/2024,Terengganu,Agriculture,2931.227
abs,1/1/2024,Terengganu,Mining and quarrying,238.516
abs,1/1/2024,Terengganu,Manufacturing,14627.694
abs,1/1/2024,Terengganu,Construction,1369.808
abs,1/1/2024,Terengganu,Services,20745.621
abs,1/1/2024,Terengganu,(plus) Import dutie,38.239
abs,1/1/2024,W.P. Kuala Lumpur,GDP at purchasers' prices,251946.876
abs,1/1/2024,W.P. Kuala Lumpur,Agriculture,0
abs,1/1/2024,W.P. Kuala Lumpur,Mining and quarrying,159.417
abs,1/1/2024,W.P. Kuala Lumpur,Manufacturing,6684.863
abs,1/1/2024,W.P. Kuala Lumpur,Construction,12731.58
abs,1/1/2024,W.P. Kuala Lumpur,Services,231079.502
abs,1/1/2024,W.P. Kuala Lumpur,(plus) Import dutie,1290.427
abs,1/1/2024,W.P. Labuan,GDP at purchasers' prices,8553.218
abs,1/1/2024,W.P. Labuan,Agriculture,128.61
abs,1/1/2024,W.P. Labuan,Mining and quarrying,0
abs,1/1/2024,W.P. Labuan,Manufacturing,1373.03
abs,1/1/2024,W.P. Labuan,Construction,151.872
abs,1/1/2024,W.P. Labuan,Services,6837.779
abs,1/1/2024,W.P. Labuan,(plus) Import dutie,61.928
abs,1/1/2024,W.P. Putrajaya,GDP at purchasers' prices,13702.485
abs,1/1/2024,W.P. Putrajaya,Agriculture,0
abs,1/1/2024,W.P. Putrajaya,Mining and quarrying,0
abs,1/1/2024,W.P. Putrajaya,Manufacturing,0
abs,1/1/2024,W.P. Putrajaya,Construction,491.467
abs,1/1/2024,W.P. Putrajaya,Services,13193.504
abs,1/1/2024,W.P. Putrajaya,(plus) Import dutie,13.777
abs,1/1/2025,Johor,GDP at purchasers' prices,170947.488
abs,1/1/2025,Johor,Agriculture,18394.504
abs,1/1/2025,Johor,Mining and quarrying,756.157
abs,1/1/2025,Johor,Manufacturing,47859.332
abs,1/1/2025,Johor,Construction,8072.155
abs,1/1/2025,Johor,Services,93607.732
abs,1/1/2025,Johor,(plus) Import dutie,2257.609
abs,1/1/2025,Kedah,GDP at purchasers' prices,56303.087
abs,1/1/2025,Kedah,Agriculture,5909.083
abs,1/1/2025,Kedah,Mining and quarrying,117.277
abs,1/1/2025,Kedah,Manufacturing,16945.395
abs,1/1/2025,Kedah,Construction,1404.786
abs,1/1/2025,Kedah,Services,31508.788
abs,1/1/2025,Kedah,(plus) Import dutie,417.757
abs,1/1/2025,Kelantan,GDP at purchasers' prices,29775.762
abs,1/1/2025,Kelantan,Agriculture,5902.16
abs,1/1/2025,Kelantan,Mining and quarrying,459.514
abs,1/1/2025,Kelantan,Manufacturing,1412.545
abs,1/1/2025,Kelantan,Construction,597.379
abs,1/1/2025,Kelantan,Services,21373.362
abs,1/1/2025,Kelantan,(plus) Import dutie,30.802
abs,1/1/2025,Melaka,GDP at purchasers' prices,50286.011
abs,1/1/2025,Melaka,Agriculture,4686.198
abs,1/1/2025,Melaka,Mining and quarrying,72.075
abs,1/1/2025,Melaka,Manufacturing,17777.383
abs,1/1/2025,Melaka,Construction,1258.79
abs,1/1/2025,Melaka,Services,26369.945
abs,1/1/2025,Melaka,(plus) Import dutie,121.62
abs,1/1/2025,Negeri Sembilan,GDP at purchasers' prices,55767.291
abs,1/1/2025,Negeri Sembilan,Agriculture,3437.192
abs,1/1/2025,Negeri Sembilan,Mining and quarrying,231.584
abs,1/1/2025,Negeri Sembilan,Manufacturing,20779.517
abs,1/1/2025,Negeri Sembilan,Construction,1487.993
abs,1/1/2025,Negeri Sembilan,Services,29586.936
abs,1/1/2025,Negeri Sembilan,(plus) Import dutie,244.069
abs,1/1/2025,Pahang,GDP at purchasers' prices,70962.277
abs,1/1/2025,Pahang,Agriculture,15878.151
abs,1/1/2025,Pahang,Mining and quarrying,581.934
abs,1/1/2025,Pahang,Manufacturing,14727.174
abs,1/1/2025,Pahang,Construction,2335.082
abs,1/1/2025,Pahang,Services,37340.421
abs,1/1/2025,Pahang,(plus) Import dutie,99.515
abs,1/1/2025,Perak,GDP at purchasers' prices,91529.379
abs,1/1/2025,Perak,Agriculture,12451.216
abs,1/1/2025,Perak,Mining and quarrying,523.528
abs,1/1/2025,Perak,Manufacturing,19317.55
abs,1/1/2025,Perak,Construction,2430.433
abs,1/1/2025,Perak,Services,56599.933
abs,1/1/2025,Perak,(plus) Import dutie,206.72
abs,1/1/2025,Perlis,GDP at purchasers' prices,6675.575
abs,1/1/2025,Perlis,Agriculture,1098.698
abs,1/1/2025,Perlis,Mining and quarrying,35.266
abs,1/1/2025,Perlis,Manufacturing,511.746
abs,1/1/2025,Perlis,Construction,159.005
abs,1/1/2025,Perlis,Services,4755.231
abs,1/1/2025,Perlis,(plus) Import dutie,115.628
abs,1/1/2025,Pulau Pinang,GDP at purchasers' prices,130283.385
abs,1/1/2025,Pulau Pinang,Agriculture,2240.856
abs,1/1/2025,Pulau Pinang,Mining and quarrying,165.769
abs,1/1/2025,Pulau Pinang,Manufacturing,61658.978
abs,1/1/2025,Pulau Pinang,Construction,4308.556
abs,1/1/2025,Pulau Pinang,Services,60840.275
abs,1/1/2025,Pulau Pinang,(plus) Import dutie,1068.951
abs,1/1/2025,Sabah,GDP at purchasers' prices,88773.954
abs,1/1/2025,Sabah,Agriculture,12369.285
abs,1/1/2025,Sabah,Mining and quarrying,19500.671
abs,1/1/2025,Sabah,Manufacturing,6434.19
abs,1/1/2025,Sabah,Construction,3886.388
abs,1/1/2025,Sabah,Services,46207.255
abs,1/1/2025,Sabah,(plus) Import dutie,376.165
abs,1/1/2025,Sarawak,GDP at purchasers' prices,153511.242
abs,1/1/2025,Sarawak,Agriculture,15655.745
abs,1/1/2025,Sarawak,Mining and quarrying,32157.247
abs,1/1/2025,Sarawak,Manufacturing,38213.684
abs,1/1/2025,Sarawak,Construction,6510.013
abs,1/1/2025,Sarawak,Services,60390.677
abs,1/1/2025,Sarawak,(plus) Import dutie,583.876
abs,1/1/2025,Selangor,GDP at purchasers' prices,460113.648
abs,1/1/2025,Selangor,Agriculture,5148.001
abs,1/1/2025,Selangor,Mining and quarrying,1003.378
abs,1/1/2025,Selangor,Manufacturing,131001.502
abs,1/1/2025,Selangor,Construction,26822.947
abs,1/1/2025,Selangor,Services,279882.946
abs,1/1/2025,Selangor,(plus) Import dutie,16254.875
abs,1/1/2025,Terengganu,GDP at purchasers' prices,40596.613
abs,1/1/2025,Terengganu,Agriculture,3053.244
abs,1/1/2025,Terengganu,Mining and quarrying,233.275
abs,1/1/2025,Terengganu,Manufacturing,14456.821
abs,1/1/2025,Terengganu,Construction,1290.491
abs,1/1/2025,Terengganu,Services,21499.089
abs,1/1/2025,Terengganu,(plus) Import dutie,63.694
abs,1/1/2025,W.P. Kuala Lumpur,GDP at purchasers' prices,265103.982
abs,1/1/2025,W.P. Kuala Lumpur,Agriculture,0
abs,1/1/2025,W.P. Kuala Lumpur,Mining and quarrying,163.349
abs,1/1/2025,W.P. Kuala Lumpur,Manufacturing,6888.711
abs,1/1/2025,W.P. Kuala Lumpur,Construction,13493.697
abs,1/1/2025,W.P. Kuala Lumpur,Services,243185.203
abs,1/1/2025,W.P. Kuala Lumpur,(plus) Import dutie,1371.954
abs,1/1/2025,W.P. Labuan,GDP at purchasers' prices,8700.231
abs,1/1/2025,W.P. Labuan,Agriculture,128.132
abs,1/1/2025,W.P. Labuan,Mining and quarrying,0
abs,1/1/2025,W.P. Labuan,Manufacturing,1374.157
abs,1/1/2025,W.P. Labuan,Construction,155.213
abs,1/1/2025,W.P. Labuan,Services,6980.851
abs,1/1/2025,W.P. Labuan,(plus) Import dutie,61.878
abs,1/1/2025,W.P. Putrajaya,GDP at purchasers' prices,14365.914
abs,1/1/2025,W.P. Putrajaya,Agriculture,0
abs,1/1/2025,W.P. Putrajaya,Mining and quarrying,0
abs,1/1/2025,W.P. Putrajaya,Manufacturing,0
abs,1/1/2025,W.P. Putrajaya,Construction,496.121
abs,1/1/2025,W.P. Putrajaya,Services,13851.147
abs,1/1/2025,W.P. Putrajaya,(plus) Import dutie,14.661
growth_yoy,1/1/2016,Johor,GDP at purchasers' prices,6.1
growth_yoy,1/1/2016,Johor,Agriculture,-3.7
growth_yoy,1/1/2016,Johor,Mining and quarrying,19.7
growth_yoy,1/1/2016,Johor,Manufacturing,5.4
growth_yoy,1/1/2016,Johor,Construction,23.5
growth_yoy,1/1/2016,Johor,Services,6
growth_yoy,1/1/2016,Johor,(plus) Import dutie,39.6
growth_yoy,1/1/2016,Kedah,GDP at purchasers' prices,4.1
growth_yoy,1/1/2016,Kedah,Agriculture,-4.1
growth_yoy,1/1/2016,Kedah,Mining and quarrying,15.2
growth_yoy,1/1/2016,Kedah,Manufacturing,4.4
growth_yoy,1/1/2016,Kedah,Construction,15.7
growth_yoy,1/1/2016,Kedah,Services,5.3
growth_yoy,1/1/2016,Kedah,(plus) Import dutie,11.6
growth_yoy,1/1/2016,Kelantan,GDP at purchasers' prices,5
growth_yoy,1/1/2016,Kelantan,Agriculture,3.6
growth_yoy,1/1/2016,Kelantan,Mining and quarrying,12.3
growth_yoy,1/1/2016,Kelantan,Manufacturing,2.1
growth_yoy,1/1/2016,Kelantan,Construction,29.4
growth_yoy,1/1/2016,Kelantan,Services,4.9
growth_yoy,1/1/2016,Kelantan,(plus) Import dutie,-17.5
growth_yoy,1/1/2016,Melaka,GDP at purchasers' prices,4.5
growth_yoy,1/1/2016,Melaka,Agriculture,4.1
growth_yoy,1/1/2016,Melaka,Mining and quarrying,19.6
growth_yoy,1/1/2016,Melaka,Manufacturing,4
growth_yoy,1/1/2016,Melaka,Construction,5.4
growth_yoy,1/1/2016,Melaka,Services,5
growth_yoy,1/1/2016,Melaka,(plus) Import dutie,4.4
growth_yoy,1/1/2016,Negeri Sembilan,GDP at purchasers' prices,3.9
growth_yoy,1/1/2016,Negeri Sembilan,Agriculture,-5.5
growth_yoy,1/1/2016,Negeri Sembilan,Mining and quarrying,19.5
growth_yoy,1/1/2016,Negeri Sembilan,Manufacturing,2.9
growth_yoy,1/1/2016,Negeri Sembilan,Construction,9.5
growth_yoy,1/1/2016,Negeri Sembilan,Services,5.4
growth_yoy,1/1/2016,Negeri Sembilan,(plus) Import dutie,15.3
growth_yoy,1/1/2016,Pahang,GDP at purchasers' prices,2.9
growth_yoy,1/1/2016,Pahang,Agriculture,-4
growth_yoy,1/1/2016,Pahang,Mining and quarrying,-33
growth_yoy,1/1/2016,Pahang,Manufacturing,3.9
growth_yoy,1/1/2016,Pahang,Construction,29.5
growth_yoy,1/1/2016,Pahang,Services,5.4
growth_yoy,1/1/2016,Pahang,(plus) Import dutie,25.7
growth_yoy,1/1/2016,Perak,GDP at purchasers' prices,4.4
growth_yoy,1/1/2016,Perak,Agriculture,-1.9
growth_yoy,1/1/2016,Perak,Mining and quarrying,16.8
growth_yoy,1/1/2016,Perak,Manufacturing,5
growth_yoy,1/1/2016,Perak,Construction,8
growth_yoy,1/1/2016,Perak,Services,5.5
growth_yoy,1/1/2016,Perak,(plus) Import dutie,27.2
growth_yoy,1/1/2016,Perlis,GDP at purchasers' prices,4
growth_yoy,1/1/2016,Perlis,Agriculture,3.4
growth_yoy,1/1/2016,Perlis,Mining and quarrying,-10.5
growth_yoy,1/1/2016,Perlis,Manufacturing,-2.1
growth_yoy,1/1/2016,Perlis,Construction,9.7
growth_yoy,1/1/2016,Perlis,Services,4.8
growth_yoy,1/1/2016,Perlis,(plus) Import dutie,7.7
growth_yoy,1/1/2016,Pulau Pinang,GDP at purchasers' prices,5.6
growth_yoy,1/1/2016,Pulau Pinang,Agriculture,-4.6
growth_yoy,1/1/2016,Pulau Pinang,Mining and quarrying,9
growth_yoy,1/1/2016,Pulau Pinang,Manufacturing,5.4
growth_yoy,1/1/2016,Pulau Pinang,Construction,10
growth_yoy,1/1/2016,Pulau Pinang,Services,5.8
growth_yoy,1/1/2016,Pulau Pinang,(plus) Import dutie,13.5
growth_yoy,1/1/2016,Sabah,GDP at purchasers' prices,5.1
growth_yoy,1/1/2016,Sabah,Agriculture,-10.5
growth_yoy,1/1/2016,Sabah,Mining and quarrying,20.8
growth_yoy,1/1/2016,Sabah,Manufacturing,-3.7
growth_yoy,1/1/2016,Sabah,Construction,-3.6
growth_yoy,1/1/2016,Sabah,Services,5.7
growth_yoy,1/1/2016,Sabah,(plus) Import dutie,5.7
growth_yoy,1/1/2016,Sarawak,GDP at purchasers' prices,2.4
growth_yoy,1/1/2016,Sarawak,Agriculture,-2.1
growth_yoy,1/1/2016,Sarawak,Mining and quarrying,-2
growth_yoy,1/1/2016,Sarawak,Manufacturing,4.5
growth_yoy,1/1/2016,Sarawak,Construction,-5.4
growth_yoy,1/1/2016,Sarawak,Services,6.8
growth_yoy,1/1/2016,Sarawak,(plus) Import dutie,10.4
growth_yoy,1/1/2016,Selangor,GDP at purchasers' prices,4.8
growth_yoy,1/1/2016,Selangor,Agriculture,-5
growth_yoy,1/1/2016,Selangor,Mining and quarrying,29
growth_yoy,1/1/2016,Selangor,Manufacturing,4.2
growth_yoy,1/1/2016,Selangor,Construction,-2.6
growth_yoy,1/1/2016,Selangor,Services,6
growth_yoy,1/1/2016,Selangor,(plus) Import dutie,5.3
growth_yoy,1/1/2016,Terengganu,GDP at purchasers' prices,3.2
growth_yoy,1/1/2016,Terengganu,Agriculture,-3
growth_yoy,1/1/2016,Terengganu,Mining and quarrying,9.4
growth_yoy,1/1/2016,Terengganu,Manufacturing,7.3
growth_yoy,1/1/2016,Terengganu,Construction,1.8
growth_yoy,1/1/2016,Terengganu,Services,1.5
growth_yoy,1/1/2016,Terengganu,(plus) Import dutie,2
growth_yoy,1/1/2017,Johor,GDP at purchasers' prices,5.9
growth_yoy,1/1/2017,Johor,Agriculture,7.6
growth_yoy,1/1/2017,Johor,Mining and quarrying,15.1
growth_yoy,1/1/2017,Johor,Manufacturing,6.9
growth_yoy,1/1/2017,Johor,Construction,-6.4
growth_yoy,1/1/2017,Johor,Services,6.6
growth_yoy,1/1/2017,Johor,(plus) Import dutie,8.6
growth_yoy,1/1/2017,Kedah,GDP at purchasers' prices,4.6
growth_yoy,1/1/2017,Kedah,Agriculture,5
growth_yoy,1/1/2017,Kedah,Mining and quarrying,14.5
growth_yoy,1/1/2017,Kedah,Manufacturing,4.3
growth_yoy,1/1/2017,Kedah,Construction,-7
growth_yoy,1/1/2017,Kedah,Services,5.3
growth_yoy,1/1/2017,Kedah,(plus) Import dutie,-4.8
growth_yoy,1/1/2017,Kelantan,GDP at purchasers' prices,4.6
growth_yoy,1/1/2017,Kelantan,Agriculture,3.6
growth_yoy,1/1/2017,Kelantan,Mining and quarrying,16.7
growth_yoy,1/1/2017,Kelantan,Manufacturing,9
growth_yoy,1/1/2017,Kelantan,Construction,-9.5
growth_yoy,1/1/2017,Kelantan,Services,4.9
growth_yoy,1/1/2017,Kelantan,(plus) Import dutie,6.2
growth_yoy,1/1/2017,Melaka,GDP at purchasers' prices,8.3
growth_yoy,1/1/2017,Melaka,Agriculture,7.3
growth_yoy,1/1/2017,Melaka,Mining and quarrying,7.6
growth_yoy,1/1/2017,Melaka,Manufacturing,6.8
growth_yoy,1/1/2017,Melaka,Construction,72.4
growth_yoy,1/1/2017,Melaka,Services,5.4
growth_yoy,1/1/2017,Melaka,(plus) Import dutie,183.6
growth_yoy,1/1/2017,Negeri Sembilan,GDP at purchasers' prices,4.9
growth_yoy,1/1/2017,Negeri Sembilan,Agriculture,8.7
growth_yoy,1/1/2017,Negeri Sembilan,Mining and quarrying,9.8
growth_yoy,1/1/2017,Negeri Sembilan,Manufacturing,3.2
growth_yoy,1/1/2017,Negeri Sembilan,Construction,17
growth_yoy,1/1/2017,Negeri Sembilan,Services,4.7
growth_yoy,1/1/2017,Negeri Sembilan,(plus) Import dutie,5.3
growth_yoy,1/1/2017,Pahang,GDP at purchasers' prices,7.3
growth_yoy,1/1/2017,Pahang,Agriculture,9.5
growth_yoy,1/1/2017,Pahang,Mining and quarrying,-19.3
growth_yoy,1/1/2017,Pahang,Manufacturing,6.6
growth_yoy,1/1/2017,Pahang,Construction,18.5
growth_yoy,1/1/2017,Pahang,Services,6.1
growth_yoy,1/1/2017,Pahang,(plus) Import dutie,76
growth_yoy,1/1/2017,Perak,GDP at purchasers' prices,5.1
growth_yoy,1/1/2017,Perak,Agriculture,7.8
growth_yoy,1/1/2017,Perak,Mining and quarrying,5.9
growth_yoy,1/1/2017,Perak,Manufacturing,8
growth_yoy,1/1/2017,Perak,Construction,-24.2
growth_yoy,1/1/2017,Perak,Services,5.6
growth_yoy,1/1/2017,Perak,(plus) Import dutie,33.7
growth_yoy,1/1/2017,Perlis,GDP at purchasers' prices,2.2
growth_yoy,1/1/2017,Perlis,Agriculture,4.1
growth_yoy,1/1/2017,Perlis,Mining and quarrying,8.3
growth_yoy,1/1/2017,Perlis,Manufacturing,2.3
growth_yoy,1/1/2017,Perlis,Construction,-42.8
growth_yoy,1/1/2017,Perlis,Services,4
growth_yoy,1/1/2017,Perlis,(plus) Import dutie,10.4
growth_yoy,1/1/2017,Pulau Pinang,GDP at purchasers' prices,5.2
growth_yoy,1/1/2017,Pulau Pinang,Agriculture,2.3
growth_yoy,1/1/2017,Pulau Pinang,Mining and quarrying,6.2
growth_yoy,1/1/2017,Pulau Pinang,Manufacturing,5.7
growth_yoy,1/1/2017,Pulau Pinang,Construction,-9.9
growth_yoy,1/1/2017,Pulau Pinang,Services,5.6
growth_yoy,1/1/2017,Pulau Pinang,(plus) Import dutie,25.9
growth_yoy,1/1/2017,Sabah,GDP at purchasers' prices,8.1
growth_yoy,1/1/2017,Sabah,Agriculture,4.7
growth_yoy,1/1/2017,Sabah,Mining and quarrying,15.7
growth_yoy,1/1/2017,Sabah,Manufacturing,5.4
growth_yoy,1/1/2017,Sabah,Construction,-1.5
growth_yoy,1/1/2017,Sabah,Services,5.5
growth_yoy,1/1/2017,Sabah,(plus) Import dutie,16.6
growth_yoy,1/1/2017,Sarawak,GDP at purchasers' prices,4.5
growth_yoy,1/1/2017,Sarawak,Agriculture,0.6
growth_yoy,1/1/2017,Sarawak,Mining and quarrying,3.3
growth_yoy,1/1/2017,Sarawak,Manufacturing,3.7
growth_yoy,1/1/2017,Sarawak,Construction,19.8
growth_yoy,1/1/2017,Sarawak,Services,6.2
growth_yoy,1/1/2017,Sarawak,(plus) Import dutie,16.6
growth_yoy,1/1/2017,Selangor,GDP at purchasers' prices,7.2
growth_yoy,1/1/2017,Selangor,Agriculture,11.5
growth_yoy,1/1/2017,Selangor,Mining and quarrying,7.6
growth_yoy,1/1/2017,Selangor,Manufacturing,7.9
growth_yoy,1/1/2017,Selangor,Construction,8.2
growth_yoy,1/1/2017,Selangor,Services,7
growth_yoy,1/1/2017,Selangor,(plus) Import dutie,1.3
growth_yoy,1/1/2017,Terengganu,GDP at purchasers' prices,5.7
growth_yoy,1/1/2017,Terengganu,Agriculture,9
growth_yoy,1/1/2017,Terengganu,Mining and quarrying,9.1
growth_yoy,1/1/2017,Terengganu,Manufacturing,3.9
growth_yoy,1/1/2017,Terengganu,Construction,38.7
growth_yoy,1/1/2017,Terengganu,Services,4.4
growth_yoy,1/1/2017,Terengganu,(plus) Import dutie,110.7
growth_yoy,1/1/2018,Johor,GDP at purchasers' prices,5.7
growth_yoy,1/1/2018,Johor,Agriculture,0.5
growth_yoy,1/1/2018,Johor,Mining and quarrying,8.5
growth_yoy,1/1/2018,Johor,Manufacturing,5.1
growth_yoy,1/1/2018,Johor,Construction,9.6
growth_yoy,1/1/2018,Johor,Services,7.3
growth_yoy,1/1/2018,Johor,(plus) Import dutie,-10.3
growth_yoy,1/1/2018,Kedah,GDP at purchasers' prices,4
growth_yoy,1/1/2018,Kedah,Agriculture,0.1
growth_yoy,1/1/2018,Kedah,Mining and quarrying,4.9
growth_yoy,1/1/2018,Kedah,Manufacturing,3
growth_yoy,1/1/2018,Kedah,Construction,8.7
growth_yoy,1/1/2018,Kedah,Services,5.4
growth_yoy,1/1/2018,Kedah,(plus) Import dutie,-8.4
growth_yoy,1/1/2018,Kelantan,GDP at purchasers' prices,2.7
growth_yoy,1/1/2018,Kelantan,Agriculture,-0.8
growth_yoy,1/1/2018,Kelantan,Mining and quarrying,19.7
growth_yoy,1/1/2018,Kelantan,Manufacturing,0.3
growth_yoy,1/1/2018,Kelantan,Construction,-37.7
growth_yoy,1/1/2018,Kelantan,Services,5.2
growth_yoy,1/1/2018,Kelantan,(plus) Import dutie,-1.6
growth_yoy,1/1/2018,Melaka,GDP at purchasers' prices,3.8
growth_yoy,1/1/2018,Melaka,Agriculture,-1.2
growth_yoy,1/1/2018,Melaka,Mining and quarrying,9.5
growth_yoy,1/1/2018,Melaka,Manufacturing,4.6
growth_yoy,1/1/2018,Melaka,Construction,-13.1
growth_yoy,1/1/2018,Melaka,Services,6
growth_yoy,1/1/2018,Melaka,(plus) Import dutie,-4.6
growth_yoy,1/1/2018,Negeri Sembilan,GDP at purchasers' prices,4.3
growth_yoy,1/1/2018,Negeri Sembilan,Agriculture,0.1
growth_yoy,1/1/2018,Negeri Sembilan,Mining and quarrying,3
growth_yoy,1/1/2018,Negeri Sembilan,Manufacturing,3.3
growth_yoy,1/1/2018,Negeri Sembilan,Construction,11.6
growth_yoy,1/1/2018,Negeri Sembilan,Services,5.8
growth_yoy,1/1/2018,Negeri Sembilan,(plus) Import dutie,-9.5
growth_yoy,1/1/2018,Pahang,GDP at purchasers' prices,3.1
growth_yoy,1/1/2018,Pahang,Agriculture,1.3
growth_yoy,1/1/2018,Pahang,Mining and quarrying,-0.6
growth_yoy,1/1/2018,Pahang,Manufacturing,5.8
growth_yoy,1/1/2018,Pahang,Construction,-25.7
growth_yoy,1/1/2018,Pahang,Services,6.5
growth_yoy,1/1/2018,Pahang,(plus) Import dutie,-19.2
growth_yoy,1/1/2018,Perak,GDP at purchasers' prices,5.3
growth_yoy,1/1/2018,Perak,Agriculture,0.5
growth_yoy,1/1/2018,Perak,Mining and quarrying,5.1
growth_yoy,1/1/2018,Perak,Manufacturing,4.2
growth_yoy,1/1/2018,Perak,Construction,10.6
growth_yoy,1/1/2018,Perak,Services,6.7
growth_yoy,1/1/2018,Perak,(plus) Import dutie,-13.8
growth_yoy,1/1/2018,Perlis,GDP at purchasers' prices,3.3
growth_yoy,1/1/2018,Perlis,Agriculture,0.9
growth_yoy,1/1/2018,Perlis,Mining and quarrying,6.1
growth_yoy,1/1/2018,Perlis,Manufacturing,1.5
growth_yoy,1/1/2018,Perlis,Construction,21.5
growth_yoy,1/1/2018,Perlis,Services,4.3
growth_yoy,1/1/2018,Perlis,(plus) Import dutie,-12.3
growth_yoy,1/1/2018,Pulau Pinang,GDP at purchasers' prices,5.1
growth_yoy,1/1/2018,Pulau Pinang,Agriculture,-3.2
growth_yoy,1/1/2018,Pulau Pinang,Mining and quarrying,8.7
growth_yoy,1/1/2018,Pulau Pinang,Manufacturing,5.4
growth_yoy,1/1/2018,Pulau Pinang,Construction,-2.6
growth_yoy,1/1/2018,Pulau Pinang,Services,6.1
growth_yoy,1/1/2018,Pulau Pinang,(plus) Import dutie,-10.5
growth_yoy,1/1/2018,Sabah,GDP at purchasers' prices,1.5
growth_yoy,1/1/2018,Sabah,Agriculture,-0.3
growth_yoy,1/1/2018,Sabah,Mining and quarrying,-5.7
growth_yoy,1/1/2018,Sabah,Manufacturing,2.4
growth_yoy,1/1/2018,Sabah,Construction,25.7
growth_yoy,1/1/2018,Sabah,Services,5.6
growth_yoy,1/1/2018,Sabah,(plus) Import dutie,-7.1
growth_yoy,1/1/2018,Sarawak,GDP at purchasers' prices,2.2
growth_yoy,1/1/2018,Sarawak,Agriculture,-0.7
growth_yoy,1/1/2018,Sarawak,Mining and quarrying,-1.9
growth_yoy,1/1/2018,Sarawak,Manufacturing,2.2
growth_yoy,1/1/2018,Sarawak,Construction,1.1
growth_yoy,1/1/2018,Sarawak,Services,6.4
growth_yoy,1/1/2018,Sarawak,(plus) Import dutie,-8.7
growth_yoy,1/1/2018,Selangor,GDP at purchasers' prices,7
growth_yoy,1/1/2018,Selangor,Agriculture,5
growth_yoy,1/1/2018,Selangor,Mining and quarrying,6.6
growth_yoy,1/1/2018,Selangor,Manufacturing,7.3
growth_yoy,1/1/2018,Selangor,Construction,6.1
growth_yoy,1/1/2018,Selangor,Services,7.7
growth_yoy,1/1/2018,Selangor,(plus) Import dutie,-9
growth_yoy,1/1/2018,Terengganu,GDP at purchasers' prices,2.5
growth_yoy,1/1/2018,Terengganu,Agriculture,-2.5
